"fed_state","species_cleaned","common_name","rl_cat","species_naturadb"
"Sachsen-Anhalt","Narthecium ossifragum","Beinbrech","0","narthecium-ossifragum"
"Sachsen-Anhalt","Neottia nidus-avis","Vogelnestwurz","3","neottia-nidus-avis"
"Sachsen-Anhalt","Nepeta cataria","Gewöhnliche Katzenminze","3","nepeta-cataria"
"Sachsen-Anhalt","Nepeta nuda","Pannonische Katzenminze","1","nepeta-nuda"
"Sachsen-Anhalt","Neslia paniculata","Gewöhnlicher Finkensame","2","neslia-paniculata"
"Sachsen-Anhalt","Nigella arvensis","Acker-Schwarzkümmel","1","nigella-arvensis"
"Sachsen-Anhalt","Noccaea caerulescens","Gebirgs-Täschelkraut","3","noccaea-caerulescens"
"Sachsen-Anhalt","Noccaea montana","Berg-Täschelkraut","3","noccaea-montana"
"Sachsen-Anhalt","Nonea erecta","Braunes Mönchskraut","V","nonea-erecta"
"Sachsen-Anhalt","Odontites luteus","Gelber Zahntrost","2","odontites-luteus"
"Sachsen-Anhalt","Odontites vernus","Acker-Zahntrost","3","odontites-vernus"
"Sachsen-Anhalt","Oenanthe fistulosa","Röhriger Wasserfenchel","2","oenanthe-fistulosa"
"Sachsen-Anhalt","Omphalodes scorpioides","Wald-Nabelnüsschen","2","omphalodes-scorpioides"
"Sachsen-Anhalt","Onobrychis arenaria","Sand-Esparsette","2","onobrychis-arenaria"
"Sachsen-Anhalt","Ononis repens ssp. procurrens","Kriechende Hauhechel","3","ononis-repens"
"Sachsen-Anhalt","Ophioglossum vulgatum","Gewöhnliche Natternzunge","2","ophioglossum-vulgatum"
"Sachsen-Anhalt","Ophrys insectifera","Fliegen-Ragwurz","3","ophrys-insectifera"
"Sachsen-Anhalt","Orchis anthropophora","Ohnsporn","1","orchis-anthropophora"
"Sachsen-Anhalt","Orchis coriophora","Wanzen-Knabenkraut","0","orchis-coriophora"
"Sachsen-Anhalt","Orchis mascula","Männliches Knabenkraut","3","orchis-mascula"
"Sachsen-Anhalt","Orchis militaris","Helm-Knabenkraut","3","orchis-militaris"
"Sachsen-Anhalt","Orchis morio","Kleines Knabenkraut","2","orchis-morio"
"Sachsen-Anhalt","Orchis pallens","Blasses Knabenkraut","3","orchis-pallens"
"Sachsen-Anhalt","Orchis palustris","Sumpf-Knabenkraut","1","orchis-palustris"
"Sachsen-Anhalt","Orchis purpurea","Purpur-Knabenkraut","3","orchis-purpurea"
"Sachsen-Anhalt","Orchis pyramidalis","Hundswurz","1","orchis-pyramidalis"
"Sachsen-Anhalt","Orchis tridentata","Dreizähniges Knabenkraut","2","orchis-tridentata"
"Sachsen-Anhalt","Orchis ustulata","Brand-Knabenkraut","1","orchis-ustulata"
"Sachsen-Anhalt","Orlaya grandiflora","Strahlen-Breitsame","0","orlaya-grandiflora"
"Sachsen-Anhalt","Ornithopus perpusillus","Kleiner Vogelfuß","V","ornithopus-perpusillus"
"Sachsen-Anhalt","Orobanche alba","Quendel-Sommerwurz","1","orobanche-alba"
"Sachsen-Anhalt","Orobanche alsatica","Elsässer Sommerwurz","R","orobanche-alsatica"
"Sachsen-Anhalt","Orobanche arenaria","Sand-Sommerwurz","1","orobanche-arenaria"
"Sachsen-Anhalt","Orobanche artemisiae-campestris","Panzer-Sommerwurz","1","orobanche-artemisiae-campestris"
"Sachsen-Anhalt","Orobanche bohemica","Böhmische Sommerwurz","R","orobanche-bohemica"
"Sachsen-Anhalt","Orobanche caryophyllacea","Nelken-Sommerwurz","2","orobanche-caryophyllacea"
"Sachsen-Anhalt","Orobanche elatior","Große Sommerwurz","1","orobanche-elatior"
"Sachsen-Anhalt","Orobanche lutea","Gelbe Sommerwurz","3","orobanche-lutea"
"Sachsen-Anhalt","Orobanche picridis","Bitterkraut-Sommerwurz","0","orobanche-picridis"
"Sachsen-Anhalt","Orobanche purpurea","Violette Sommerwurz","1","orobanche-purpurea"
"Sachsen-Anhalt","Orobanche ramosa","Ästige Sommerwurz","0","orobanche-ramosa"
"Sachsen-Anhalt","Orobanche reticulata","Distel-Sommerwurz","3","orobanche-reticulata"
"Sachsen-Anhalt","Orthilia secunda","Kleines Birngrün","3","orthilia-secunda"
"Sachsen-Anhalt","Osmunda regalis","Königsfarn","2","osmunda-regalis"
"Sachsen-Anhalt","Oxytropis pilosa","Zottige Fahnenwicke","2","oxytropis-pilosa"
"Sachsen-Anhalt","Papaver hybridum","Bastard-Mohn","1","papaver-hybridum"
"Sachsen-Anhalt","Parnassia palustris","Sumpf-Herzblatt","1","parnassia-palustris"
"Sachsen-Anhalt","Pedicularis palustris","Sumpf-Läusekraut","1","pedicularis-palustris"
"Sachsen-Anhalt","Pedicularis sylvatica","Wald-Läusekraut","2","pedicularis-sylvatica"
"Sachsen-Anhalt","Peplis portula","Sumpfquendel","3","peplis-portula"
"Sachsen-Anhalt","Persicaria mitis","Milder Knöterich","3","persicaria-mitis"
"Sachsen-Anhalt","Petasites spurius","Filzige Pestwurz","3","petasites-spurius"
"Sachsen-Anhalt","Peucedanum cervaria","Hirschwurz","3","peucedanum-cervaria"
"Sachsen-Anhalt","Peucedanum officinale","Arznei-Haarstrang","2","peucedanum-officinale"
"Sachsen-Anhalt","Peucedanum oreoselinum","Berg-Haarstrang","3","peucedanum-oreoselinum"
"Sachsen-Anhalt","Peucedanum palustre","Sumpf-Haarstrang","V","peucedanum-palustre"
"Sachsen-Anhalt","Phegopteris connectilis","Buchenfarn","3","phegopteris-connectilis"
"Sachsen-Anhalt","Phleum paniculatum","Raues Lieschgras","0","phleum-paniculatum"
"Sachsen-Anhalt","Phleum phleoides","Steppen-Lieschgras","3","phleum-phleoides"
"Sachsen-Anhalt","Physalis alkekengi","Wilde Blasenkirsche","3","physalis-alkekengi"
"Sachsen-Anhalt","Phyteuma adulterinum","Blaue Teufelskralle","0","phyteuma-adulterinum"
"Sachsen-Anhalt","Phyteuma nigrum","Schwarze Teufelskralle","3","phyteuma-nigrum"
"Sachsen-Anhalt","Phyteuma orbiculare","Kugelige Teufelskralle","2","phyteuma-orbiculare"
"Sachsen-Anhalt","Pilularia globulifera","Pillenfarn","1","pilularia-globulifera"
"Sachsen-Anhalt","Pimpinella major","Große Bibernelle","V","pimpinella-major"
"Sachsen-Anhalt","Pimpinella nigra","Schwarze Bibernelle","3","pimpinella-nigra"
"Sachsen-Anhalt","Pinguicula vulgaris","Gewöhnliches Fettkraut","1","pinguicula-vulgaris"
"Sachsen-Anhalt","Plantago arenaria","Sand-Wegerich","3","plantago-arenaria"
"Sachsen-Anhalt","Plantago major ssp. winteri","Salzwiesen-Wegerich","V","plantago-major"
"Sachsen-Anhalt","Plantago maritima","Strand-Wegerich","2","plantago-maritima"
"Sachsen-Anhalt","Platanthera chlorantha","Grünliche Waldhyazinthe","3","platanthera-chlorantha"
"Sachsen-Anhalt","Platanthera fornicata","Großblütige Weiße Waldhyazinthe","3","platanthera-fornicata"
"Sachsen-Anhalt","Poa badensis","Badener Rispengras","3","poa-badensis"
"Sachsen-Anhalt","Poa bulbosa","Zwiebel-Rispengras","V","poa-bulbosa"
"Sachsen-Anhalt","Poa remota","Entferntähriges Rispengras","2","poa-remota"
"Sachsen-Anhalt","Polemonium caeruleum","Blaue Himmelsleiter","1","polemonium-caeruleum"
"Sachsen-Anhalt","Polycnemum arvense","Acker-Knorpelkraut","0","polycnemum-arvense"
"Sachsen-Anhalt","Polycnemum majus","Großes Knorpelkraut","0","polycnemum-majus"
"Sachsen-Anhalt","Polygala amarella","Sumpf-Kreuzblümchen","2","polygala-amarella"
"Sachsen-Anhalt","Polygala comosa","Schopfiges Kreuzblümchen","3","polygala-comosa"
"Sachsen-Anhalt","Polygala serpyllifolia","Quendelblättriges Kreuzblümchen","1","polygala-serpyllifolia"
"Sachsen-Anhalt","Polygonatum odoratum","Wohlriechende Weißwurz","3","polygonatum-odoratum"
"Sachsen-Anhalt","Polystichum aculeatum","Gelappter Schildfarn","3","polystichum-aculeatum"
"Sachsen-Anhalt","Polystichum lonchitis","Lanzen-Schildfarn","2","polystichum-lonchitis"
"Sachsen-Anhalt","Populus nigra","Schwarz-Pappel","2","populus-nigra"
"Sachsen-Anhalt","Potamogeton acutifolius","Spitzblättriges Laichkraut","3","potamogeton-acutifolius"
"Sachsen-Anhalt","Potamogeton alpinus","Alpen-Laichkraut","3","potamogeton-alpinus"
"Sachsen-Anhalt","Potamogeton angustifolius","Schmalblättriges Laichkraut","1","potamogeton-angustifolius"
"Sachsen-Anhalt","Potamogeton coloratus","Gefärbtes Laichkraut","0","potamogeton-coloratus"
"Sachsen-Anhalt","Potamogeton compressus","Flachstengeliges Laichkraut","1","potamogeton-compressus"
"Sachsen-Anhalt","Potamogeton friesii","Stachelspitziges Laichkraut","2","potamogeton-friesii"
"Sachsen-Anhalt","Potamogeton gramineus","Grasartiges Laichkraut","1","potamogeton-gramineus"
"Sachsen-Anhalt","Potamogeton lucens","Glänzendes Laichkraut","3","potamogeton-lucens"
"Sachsen-Anhalt","Potamogeton nitens","Schimmerndes Laichkraut","0","potamogeton-nitens"
"Sachsen-Anhalt","Potamogeton nodosus","Flutendes Laichkraut","2","potamogeton-nodosus"
"Sachsen-Anhalt","Potamogeton obtusifolius","Stumpfblättriges Laichkraut","3","potamogeton-obtusifolius"
"Sachsen-Anhalt","Potamogeton polygonifolius","Knöterich-Laichkraut","2","potamogeton-polygonifolius"
"Sachsen-Anhalt","Potamogeton praelongus","Langblättriges Laichkraut","R","potamogeton-praelongus"
"Sachsen-Anhalt","Potamogeton pusillus","Zwerg-Laichkraut","3","potamogeton-pusillus"
"Sachsen-Anhalt","Potamogeton rutilus","Rötliches Laichkraut","0","potamogeton-rutilus"
"Sachsen-Anhalt","Potamogeton trichoides","Haarblättriges Laichkraut","3","potamogeton-trichoides"
"Sachsen-Anhalt","Potentilla alba","Weißes Fingerkraut","3","potentilla-alba"
"Sachsen-Anhalt","Potentilla anglica ssp. anglica","Niederliegendes Fingerkraut","V","potentilla-anglica"
"Sachsen-Anhalt","Potentilla norvegica","Norwegisches Fingerkraut","3","potentilla-norvegica"
"Sachsen-Anhalt","Potentilla supina","Niedriges Fingerkraut","3","potentilla-supina"
"Sachsen-Anhalt","Prenanthes purpurea","Gewöhnlicher Hasenlattich","3","prenanthes-purpurea"
"Sachsen-Anhalt","Prunella grandiflora","Großblütige Braunelle","3","prunella-grandiflora"
"Sachsen-Anhalt","Prunella laciniata","Weiße Braunelle","1","prunella-laciniata"
"Sachsen-Anhalt","Prunus fruticosa","Zwerg-Kirsche","2","prunus-fruticosa"
"Sachsen-Anhalt","Prunus padus ssp. petraea","Felsen-Trauben-Kirsche","R","prunus-padus"
"Sachsen-Anhalt","Pseudorchis albida","Weißzüngel","0","pseudorchis-albida"
"Sachsen-Anhalt","Puccinellia limosa","Sumpf-Salzschwaden","2","puccinellia-limosa"
"Sachsen-Anhalt","Pulicaria vulgaris","Kleines Flohkraut","3","pulicaria-vulgaris"
"Sachsen-Anhalt","Pulmonaria angustifolia","Schmalblättriges Lungenkraut","1","pulmonaria-angustifolia"
"Sachsen-Anhalt","Pulsatilla alpina ssp. alba","Brocken-Anemone","1","pulsatilla-alpina"
"Sachsen-Anhalt","Pulsatilla pratensis ssp. nigricans","Schwärzliche Wiesen-Kuhschelle","2","pulsatilla-pratensis"
"Sachsen-Anhalt","Pulsatilla vernalis","Frühlings-Kuhschelle","0","pulsatilla-vernalis"
"Sachsen-Anhalt","Pulsatilla vulgaris","Gewöhnliche Kuhschelle","2","pulsatilla-vulgaris"
"Sachsen-Anhalt","Pyrola chlorantha","Grünliches Wintergrün","1","pyrola-chlorantha"
"Sachsen-Anhalt","Pyrola media","Mittleres Wintergrün","1","pyrola-media"
"Sachsen-Anhalt","Pyrola minor","Kleines Wintergrün","2","pyrola-minor"
"Sachsen-Anhalt","Pyrola rotundifolia","Rundblättriges Wintergrün","2","pyrola-rotundifolia"
"Sachsen-Anhalt","Radiola linoides","Zwergflachs","1","radiola-linoides"
"Sachsen-Anhalt","Ranunculus arvensis","Acker-Hahnenfuß","2","ranunculus-arvensis"
"Sachsen-Anhalt","Ranunculus circinatus","Spreizender Wasser-Hahnenfuß","3","ranunculus-circinatus"
"Sachsen-Anhalt","Ranunculus fluitans","Flutender Wasser-Hahnenfuß","3","ranunculus-fluitans"
"Sachsen-Anhalt","Ranunculus hederaceus","Efeublättriger Wasser-Hahnenfuß","1","ranunculus-hederaceus"
"Sachsen-Anhalt","Ranunculus illyricus","Illyrischer Hahnenfuß","2","ranunculus-illyricus"
"Sachsen-Anhalt","Ranunculus lingua","Zungen-Hahnenfuß","2","ranunculus-lingua"
"Sachsen-Anhalt","Ranunculus peltatus ssp. baudotii","Baudots Wasser-Hahnenfuß","0","ranunculus-peltatus"
"Sachsen-Anhalt","Ranunculus penicillatus","Pinselblättriger Wasser-Hahnenfuß","3","ranunculus-penicillatus"
"Sachsen-Anhalt","Ranunculus platanifolius","Platanenblättriger Hahnenfuß","3","ranunculus-platanifolius"
"Sachsen-Anhalt","Ranunculus polyanthemos","Vielblütiger Hain-Hahnenfuß","3","ranunculus-polyanthemos"
"Sachsen-Anhalt","Ranunculus polyanthemos ssp. nemorosus","Gewöhnlicher Hain-Hahnenfuß","3","ranunculus-polyanthemos"
"Sachsen-Anhalt","Ranunculus polyanthemos ssp. polyanthemoides","Falscher Vielblütiger Hahnenfuß","R","ranunculus-polyanthemos"
"Sachsen-Anhalt","Ranunculus polyanthemos ssp. polyanthemophyllus","Schlitzblättriger Hain-Hahnenfuß","R","ranunculus-polyanthemos"
"Sachsen-Anhalt","Ranunculus sardous","Sardischer Hahnenfuß","2","ranunculus-sardous"
"Sachsen-Anhalt","Rapistrum perenne","Ausdauernder Rapsdotter","3","rapistrum-perenne"
"Sachsen-Anhalt","Rhinanthus alectorolophus","Zottiger Klappertopf","3","rhinanthus-alectorolophus"
"Sachsen-Anhalt","Rhinanthus glacialis","Grannen-Klappertopf","1","rhinanthus-glacialis"
"Sachsen-Anhalt","Rhinanthus minor","Kleiner Klappertopf","3","rhinanthus-minor"
"Sachsen-Anhalt","Rhinanthus serotinus","Gewöhnlicher Großer Klappertopf","3","rhinanthus-serotinus"
"Sachsen-Anhalt","Rhododendron tomentosum","Sumpf-Porst","2","rhododendron-tomentosum"
"Sachsen-Anhalt","Rhynchospora alba","Weißes Schnabelried","1","rhynchospora-alba"
"Sachsen-Anhalt","Rhynchospora fusca","Braunes Schnabelried","0","rhynchospora-fusca"
"Sachsen-Anhalt","Rosa agrestis sa","Feld-Rose","3","rosa-agrestis-sa"
"Sachsen-Anhalt","Rosa arvensis","Kriechende Rose","R","rosa-arvensis"
"Sachsen-Anhalt","Rosa balsamica","Flaum-Rose","3","rosa-balsamica"
"Sachsen-Anhalt","Rosa gallica","Essig-Rose","2","rosa-gallica"
"Sachsen-Anhalt","Rosa marginata","Raublättrige Rose","2","rosa-marginata"
"Sachsen-Anhalt","Rosa micrantha","Kleinblütige Rose","3","rosa-micrantha"
"Sachsen-Anhalt","Rosa pseudoscabriuscula","Falsche Filz-Rose","3","rosa-pseudoscabriuscula"
"Sachsen-Anhalt","Rosa tomentosa","Filz-Rose","3","rosa-tomentosa"
"Sachsen-Anhalt","Rubus affinis","Üppige Brombeere","2","rubus-affinis"
"Sachsen-Anhalt","Rubus arrhenii","Arrhenius‘ Brombeere","2","rubus-arrhenii"
"Sachsen-Anhalt","Rubus atrichantherus","Kahlmännige Brombeere","2","rubus-atrichantherus"
"Sachsen-Anhalt","Rubus bertramii","Bertrams Brombeere","1","rubus-bertramii"
"Sachsen-Anhalt","Rubus canescens","Filz-Brombeere","1","rubus-canescens"
"Sachsen-Anhalt","Rubus chloocladus","Grünästige Brombeere","2","rubus-chloocladus"
"Sachsen-Anhalt","Rubus chlorothyrsos","Grünsträußige Brombeere","1","rubus-chlorothyrsos"
"Sachsen-Anhalt","Rubus condensatus","Gedrängtblütige Brombeere","G","rubus-condensatus"
"Sachsen-Anhalt","Rubus constrictus","Zusammengezogene Brombeere","G","rubus-constrictus"
"Sachsen-Anhalt","Rubus dethardingii","Dethardings Haselblattbrombeere","1","rubus-dethardingii"
"Sachsen-Anhalt","Rubus elegantispinosus","Schlankstachelige Brombeere","1","rubus-elegantispinosus"
"Sachsen-Anhalt","Rubus ferocior","Wildere Haselblattbrombeere","G","rubus-ferocior"
"Sachsen-Anhalt","Rubus fioniae","Fünensche Haselblattbrombeere","2","rubus-fioniae"
"Sachsen-Anhalt","Rubus goniophorus","Winkel-Brombeere","2","rubus-goniophorus"
"Sachsen-Anhalt","Rubus hallandicus","Halland-Haselblattbrombeere","1","rubus-hallandicus"
"Sachsen-Anhalt","Rubus integribasis","Große Sparrige Brombeere","G","rubus-integribasis"
"Sachsen-Anhalt","Rubus josefianus","Holubs Brombeere","2","rubus-josefianus"
"Sachsen-Anhalt","Rubus lividus","Bleigraue Brombeere","G","rubus-lividus"
"Sachsen-Anhalt","Rubus macrothyrsus","Schmalsträußige Brombeere","2","rubus-macrothyrsus"
"Sachsen-Anhalt","Rubus meierottii","Meierotts Brombeere","1","rubus-meierottii"
"Sachsen-Anhalt","Rubus saxatilis","Steinbeere","3","rubus-saxatilis"
"Sachsen-Anhalt","Rubus sorbicus","Sorbische Brombeere","G","rubus-sorbicus"
"Sachsen-Anhalt","Rubus wahlbergii","Wahlbergs Haselblattbrombeere","2","rubus-wahlbergii"
"Sachsen-Anhalt","Rubus xiphophorus","Schwerttragende Haselblatt-brombeere","1","rubus-xiphophorus"
"Sachsen-Anhalt","Rumex arifolius","Berg-Sauerampfer","R","rumex-arifolius"
"Sachsen-Anhalt","Ruppia maritima","Strand-Salde","0","ruppia-maritima"
"Sachsen-Anhalt","Sagina maritima","Strand-Mastkraut","0","sagina-maritima"
"Sachsen-Anhalt","Sagina nodosa","Knotiges Mastkraut","1","sagina-nodosa"
"Sachsen-Anhalt","Salicornia europaea ssp. brachystachya","Gewöhnlicher Kurzähren-Queller","3","salicornia-europaea"
"Sachsen-Anhalt","Salix aurita","Ohr-Weide","V","salix-aurita"
"Sachsen-Anhalt","Salix bicolor","Zweifarbige Weide","0","salix-bicolor"
"Sachsen-Anhalt","Salix fragilis","Bruch-Weide","1","salix-fragilis"
"Sachsen-Anhalt","Salix pentandra","Lorbeer-Weide","3","salix-pentandra"
"Sachsen-Anhalt","Salvia nemorosa","Hain-Salbei","3","salvia-nemorosa"
"Sachsen-Anhalt","Samolus valerandi","Salz-Bunge","3","samolus-valerandi"
"Sachsen-Anhalt","Sanguisorba officinalis","Großer Wiesenknopf","3","sanguisorba-officinalis"
"Sachsen-Anhalt","Saxifraga hirculus","Moor-Steinbrech","0","saxifraga-hirculus"
"Sachsen-Anhalt","Saxifraga rosacea","Rosenblütiger Steinbrech","3","saxifraga-rosacea"
"Sachsen-Anhalt","Scabiosa canescens","Graue Skabiose","3","scabiosa-canescens"
"Sachsen-Anhalt","Scabiosa columbaria","Tauben-Skabiose","3","scabiosa-columbaria"
"Sachsen-Anhalt","Scandix pecten-veneris","Venuskamm","1","scandix-pecten-veneris"
"Sachsen-Anhalt","Scheuchzeria palustris","Blumenbinse","0","scheuchzeria-palustris"
"Sachsen-Anhalt","Schoenoplectus supinus","Niedrige Teichsimse","0","schoenoplectus-supinus"
"Sachsen-Anhalt","Schoenus ferrugineus","Rostrotes Kopfried","0","schoenus-ferrugineus"
"Sachsen-Anhalt","Schoenus nigricans","Schwarzes Kopfried","R","schoenus-nigricans"
"Sachsen-Anhalt","Scilla bifolia","Zweiblättriger Blaustern","2","scilla-bifolia"
"Sachsen-Anhalt","Scilla vindobonensis","Wiener Blaustern","R","scilla-vindobonensis"
"Sachsen-Anhalt","Scirpoides holoschoenus ssp. australis","Gewöhnliche Kugelsimse","1","scirpoides-holoschoenus"
"Sachsen-Anhalt","Scirpus radicans","Wurzelnde Simse","3","scirpus-radicans"
"Sachsen-Anhalt","Scleranthus perennis","Ausdauernder Knäuel","3","scleranthus-perennis"
"Sachsen-Anhalt","Scleranthus verticillatus","Hügel-Knäuel","1","scleranthus-verticillatus"
"Sachsen-Anhalt","Sclerochloa dura","Hartgras","2","sclerochloa-dura"
"Sachsen-Anhalt","Scolochloa festucacea","Gewöhnliches Schwingelschilf","3","scolochloa-festucacea"
"Sachsen-Anhalt","Scorzonera hispanica","Garten-Schwarzwurzel","3","scorzonera-hispanica"
"Sachsen-Anhalt","Scorzonera humilis","Niedrige Schwarzwurzel","1","scorzonera-humilis"
"Sachsen-Anhalt","Scorzonera laciniata","Schlitzblättrige Schwarzwurzel","2","scorzonera-laciniata"
"Sachsen-Anhalt","Scorzonera parviflora","Kleinblütige Schwarzwurzel","1","scorzonera-parviflora"
"Sachsen-Anhalt","Scorzonera purpurea","Violette Schwarzwurzel","1","scorzonera-purpurea"
"Sachsen-Anhalt","Scrophularia umbrosa","Geflügelte Braunwurz","V","scrophularia-umbrosa"
"Sachsen-Anhalt","Scutellaria hastifolia","Spießblättriges Helmkraut","3","scutellaria-hastifolia"
"Sachsen-Anhalt","Scutellaria minor","Kleines Helmkraut","1","scutellaria-minor"
"Sachsen-Anhalt","Sedum villosum","Sumpf-Fetthenne","0","sedum-villosum"
"Sachsen-Anhalt","Selaginella selaginoides","Gezähnter Moosfarn","0","selaginella-selaginoides"
"Sachsen-Anhalt","Selinum carvifolia","Kümmel-Silge","3","selinum-carvifolia"
"Sachsen-Anhalt","Selinum dubium","Sumpf-Brenndolde","V","selinum-dubium"
"Sachsen-Anhalt","Senecio aquaticus","Wasser-Greiskraut","3","senecio-aquaticus"
"Sachsen-Anhalt","Senecio erraticus","Spreizblättriges Greiskraut","1","senecio-erraticus"
"Sachsen-Anhalt","Senecio erucifolius","Raukenblättriges Greiskraut","3","senecio-erucifolius"
"Sachsen-Anhalt","Senecio erucifolius ssp. tenuifolius","Schmalblättriges Raukenblättriges
Greiskraut","3","senecio-erucifolius"
"Sachsen-Anhalt","Senecio germanicus","Deutsches Greiskraut","1","senecio-germanicus"
"Sachsen-Anhalt","Senecio paludosus ssp. angustifolius","Sumpf-Greiskraut","2","senecio-paludosus"
"Sachsen-Anhalt","Senecio sarracenicus","Fluss-Greiskraut","2","senecio-sarracenicus"
"Sachsen-Anhalt","Serratula tinctoria","Färber-Scharte","3","serratula-tinctoria"
"Sachsen-Anhalt","Seseli annuum","Steppenfenchel","2","seseli-annuum"
"Sachsen-Anhalt","Seseli hippomarathrum","Pferde-Sesel","3","seseli-hippomarathrum"
"Sachsen-Anhalt","Seseli libanotis","Heilwurz","2","seseli-libanotis"
"Sachsen-Anhalt","Setaria verticillata","Quirlige Borstenhirse","3","setaria-verticillata"
"Sachsen-Anhalt","Setaria verticilliformis","Kurzborstige Borstenhirse","3","setaria-verticilliformis"
"Sachsen-Anhalt","Sherardia arvensis","Ackerröte","3","sherardia-arvensis"
"Sachsen-Anhalt","Silaum silaus","Wiesensilge","V","silaum-silaus"
"Sachsen-Anhalt","Silene baccifera","Taubenkropf","3","silene-baccifera"
"Sachsen-Anhalt","Silene noctiflora","Acker-Lichtnelke","3","silene-noctiflora"
"Sachsen-Anhalt","Silene nutans","Nickendes Leimkraut","V","silene-nutans"
