"Wissenschaftlicher Name","Deutscher Name","Produzent","URL"
"Linaria alpina","Alpen-Leinkraut","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/linaria-alpina-wildpflanze-naturnah.html"
"Linum flavum","Gelber Lein","Hof Berg-Garten",NA
"Linum perenne","Blauer Lein,Dauerlein, Stauden-Lein","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/linum-perenne-saatgut-kaufen.html"
"Linum perenne","Blauer Lein,Dauerlein, Stauden-Lein","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/linum-perenne-735-wildpflanze-naturnah.html"
"Linum tenuifolium","Schmalblättriger Lein","Hof Berg-Garten",NA
"Lithospermum officinale","Echter Steinsame","Hof Berg-Garten",NA
"Lolium temulentum","Taumel-Lolch,Rauschgras, Schwindelweizen,","Hof Berg-Garten",NA
"Lonicera caerulea","Blaue Heckenkirsche","Hof Berg-Garten",NA
"Lotus maritimus","Gelbe Spargelerbse","Hof Berg-Garten",NA
"Lychnis viscaria","Pechnelke","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/lychnis-viscaria-saatgut-kaufen.html"
"Lychnis viscaria","Pechnelke","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/lychnis-viscaria-746-wildpflanze-naturnah.html"
"Lysimachia thyrsiflora","Strauß-Gilbweiderich","Hof Berg-Garten",NA
"Lythrum hyssopifolia","Ysopblättriger Weiderich","Hof Berg-Garten",NA
"Malus sylvestris","Wildapfel,Holzapfel","Hof Berg-Garten",NA
"Marrubium vulgare","Gewöhnlicher Andorn,Mäuseohr","Hof Berg-Garten",NA
"Matteuccia struthiopteris","Deutscher Straußenfarn","Hof Berg-Garten",NA
"Melampyrum arvense","Acker-Wachtelweizen","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/melampyrum-arvense-saatgut-kaufen.html"
"Melica ciliata","Wimper-Perlgras","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/melica-ciliata-760-wildpflanze-naturnah.html"
"Melica transsilvanica","Siebenbürgisches Perlgras","Hof Berg-Garten",NA
