"Wissenschaftlicher Name","Deutscher Name","Produzent","URL"
"Scorzonera humilis","Niedrige Schwarzwurzel,Gartenschwarzwurzel","Blauetikett Bornträger",NA
"Scrophularia auriculata","Wasser-Braunwurz","Blauetikett Bornträger",NA
"Scutellaria minor","Kleines Helmkraut,Moorschildkraut","Blauetikett Bornträger",NA
"Sedum dasyphyllum","Buckel-Fetthenne","Blauetikett Bornträger",NA
"Selinum carvifolia","Kümmel-Silge,Kümmelblättrige Silge","Blauetikett Bornträger",NA
"Sempervivum tectorum","Dach-Hauswurz","Blauetikett Bornträger",NA
"Senecio paludosus","Sumpf-Greiskraut,Sumpf-Kreuzkraut, Jacobaea paludosa","Blauetikett Bornträger",NA
"Serratula tinctoria","Färber-Scharte","Blauetikett Bornträger",NA
"Seseli annuum","Steppenfenchel","Blauetikett Bornträger",NA
"Seseli hippomarathrum","Pferde-Sesel,Pferdedill","Blauetikett Bornträger",NA
"Seseli libanotis","Berg-Heilwurz","Blauetikett Bornträger",NA
"Silene otites","Ohrlöffel-Leimkraut","Blauetikett Bornträger",NA
"Sisymbrium orientale","Orientalische Rauke","Blauetikett Bornträger",NA
"Sium latifolium","Breitblättriger Merk","Blauetikett Bornträger",NA
"Sorbus chamaemespilus","Zwerg-Mehlbeere","Blauetikett Bornträger",NA
"Sorbus domestica","Speierling","Blauetikett Bornträger",NA
"Stachys germanica","Deutscher Ziest","Blauetikett Bornträger",NA
"Stipa calamagrostis","Silber-Raugras,Kamelhaargras","Blauetikett Bornträger",NA
"Stipa capillata","Haar-Pfriemengras,Büschel Haargras, Haarfedergras","Blauetikett Bornträger",NA
"Stipa pennata","Echtes Federgras,Flausch-Federgras","Blauetikett Bornträger",NA
"Stipa pulcherrima","Pracht-Federgras","Blauetikett Bornträger",NA
"Stratiotes aloides","Krebsschere","Blauetikett Bornträger",NA
"Taxus baccata","Europäische Eibe,Gemeine Eibe","Blauetikett Bornträger",NA
"Tephroseris helenitis","Spatelblättriges Aschenkraut","Blauetikett Bornträger",NA
"Teucrium botrys","Trauben-Gamander","Blauetikett Bornträger",NA
"Teucrium montanum","Berg-Gamander","Blauetikett Bornträger",NA
"Teucrium scordium","Knoblauch-Gamander,Lauch-Gamander","Blauetikett Bornträger",NA
"Thalictrum minus","Kleine Wiesenraute","Blauetikett Bornträger",NA
"Thelypteris palustris","Sumpffarn","Blauetikett Bornträger",NA
"Thesium bavarum","Bayerisches Vermeinkraut,Berg-Leinblatt, Bayrisches Leinblatt","Blauetikett Bornträger",NA
"Thymus serpyllum","Sand-Thymian,Feld-Thymian","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/thymus-serpyllum-quendel.html"
"Trapa natans","Wassernuss","Blauetikett Bornträger",NA
"Trichophorum cespitosum","Rasen-Haarsimse","Blauetikett Bornträger",NA
"Trientalis europaea","Siebenstern","Blauetikett Bornträger",NA
"Trifolium alpestre","Hügel-Klee","Blauetikett Bornträger",NA
"Trifolium montanum","Berg-Klee","Blauetikett Bornträger",NA
"Trifolium rubens","Purpur-Klee,Fuchsschwanz-Klee","Blauetikett Bornträger",NA
"Trinia glauca","Blaugrüner Faserschirm,Scherbet, Kleiner Faserschirm","Blauetikett Bornträger",NA
"Trollius europaeus","Europäische Trollblume","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/trollius-europaeus-trollblume.html"
"Tulipa sylvestris","Wilde Tulpe,Weinbergstulpe, Wald-Tulpe","Blauetikett Bornträger",NA
"Typha angustifolia","Schmalblättriger Rohrkolben","Blauetikett Bornträger",NA
"Typha minima","Zwerg-Rohrkolben","Blauetikett Bornträger",NA
"Typha shuttleworthii","Shuttleworths Rohrkolben,Grauer Rohrkolben","Blauetikett Bornträger",NA
"Ulmus laevis","Flatter-Ulme","Blauetikett Bornträger",NA
"Utricularia vulgaris","Gewöhnlicher Wasserschlauch","Blauetikett Bornträger",NA
"Vaccinium oxycoccos","Gewöhnliche Moosbeere,Kranbeere","Blauetikett Bornträger",NA
"Vaccinium uliginosum","Rauschbeere,Moor-Heidelbeere","Blauetikett Bornträger",NA
"Vaccinium vitis-idaea","Preiselbeere,Kronsbeere","Blauetikett Bornträger",NA
"Veronica austriaca","Österreichischer Ehrenpreis","Blauetikett Bornträger",NA
"Vicia cassubica","Kassuben-Wicke","Blauetikett Bornträger",NA
"Vicia pisiformis","Erbsen-Wicke","Blauetikett Bornträger",NA
"Viola elatior","Hohes Veilchen","Blauetikett Bornträger",NA
"Viola palustris","Sumpf-Veilchen","Blauetikett Bornträger",NA
"Viola rupestris","Sand-Veilchen","Blauetikett Bornträger",NA
"Woodsia ilvensis","Südlicher Wimperfarn,Rostrote Wimperfarn","Blauetikett Bornträger",NA
"Anarrhinum bellidifolium","Lochschlund","Blauetikett Bornträger",NA
"Cochlearia officinalis","Echtes Löffelkraut","Blauetikett Bornträger",NA
"Dracocephalum ruyschiana","Nordischer Drachenkopf,Schwedischer Drachenkopf","Blauetikett Bornträger",NA
"Epilobium dodonaei","Rosmarin-Weidenröschen","Blauetikett Bornträger",NA
"Euphorbia epithymoides","Vielfarbige Wolfsmilch,Bunt-Wolfsmilch","Blauetikett Bornträger",NA
"Hypericum elodes","Sumpf-Johanniskraut","Blauetikett Bornträger",NA
"Inula ensifolia","Schwert-Alant,Schmalblättriger Alant","Blauetikett Bornträger",NA
"Polystichum setiferum","Grannen-Schildfarn,Borstiger Schildfarn, Weicher Schildfarn","Blauetikett Bornträger",NA
"Primula x pubescens","Bastard-Aurikel","Blauetikett Bornträger",NA
"Sagina subulata","Sternmoos,Pfriemen-Mastkraut","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/sagina-subulata-sternenmoos.html"
"Salix alpina","Alpenweide","Blauetikett Bornträger",NA
"Verbascum phoeniceum","Violette Königskerze,Purpur-Königskerze, Phönizische Königskerze","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/verbascum-phoeniceum-violette-k-nigskerze.html"
"Adenophora liliifolia","Becherglocke,Lilienblättrige Becherglocke","Blauetikett Bornträger",NA
"Artemisia scoparia","Besen-Beifuß","Blauetikett Bornträger",NA
"Calamintha nepeta","Kleinblütige Bergminze,Steinquendel","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/calamintha-nepeta-echte-bergminze.html"
"Lysimachia punctata","Punktierter Gilbweiderich","Blauetikett Bornträger",NA
"Pulsatilla patens","Finger-Kuhschelle","Blauetikett Bornträger",NA
"Ranunculus polyanthemos","Verschiedenschnabeliger Hain-Hahnenfuß","Blauetikett Bornträger",NA
"Rubus nemoralis","Hain-Brombeere","Blauetikett Bornträger",NA
"Salix myrtilloides","Heidelbeer-Weide,Sumpfweide, Moor-Weide","Blauetikett Bornträger",NA
"Saponaria ocymoides","Rotes Seifenkraut,Kriechendes Seifenkraut","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/saponaria-ocymoides-polster-seifenkraut.html"
"Scorzonera purpurea","Rote Schwarzwurzel,Violette Schwarzwurzel","Blauetikett Bornträger",NA
"Tamus communis","Gemeine Schmerwurz","Blauetikett Bornträger",NA
"Triglochin maritimum","Strand-Dreizack,Salz-Dreizack, Röhrkohl","Blauetikett Bornträger",NA
"Adonis vernalis","Frühlings-Adonisröschen","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/adonis-vernalis-sommeradonisroeschen.html"
"Astragalus alpinus","Alpen-Tragant","Blauetikett Bornträger",NA
"Barbarea stricta","Steife Winterkresse,Steifes Barbarakraut","Blauetikett Bornträger",NA
"Campanula latifolia","Breitblättrige Glockenblume","Blauetikett Bornträger",NA
"Chaerophyllum aromaticum","Gewürz-Kälberkropf","Blauetikett Bornträger",NA
"Doronicum pardalianches","Kriechende Gämswurz","Blauetikett Bornträger",NA
"Epilobium fleischeri","Fleischers Weidenröschen","Blauetikett Bornträger",NA
"Galanthus nivalis","Schneeglöckchen","Blauetikett Bornträger",NA
"Laser trilobum","Gewöhnlicher Rosskümmel","Blauetikett Bornträger",NA
"Leontopodium alpinum","Alpen-Edelweiß","Blauetikett Bornträger",NA
"Onobrychis arenaria","Sand-Esparsette","Blauetikett Bornträger",NA
"Potentilla anglica","Englisches Fingerkraut,Niederliegendes Fingerkraut","Blauetikett Bornträger",NA
"Pulmonaria angustifolia","Schmalblättriges Lungenkraut","Blauetikett Bornträger",NA
"Staphylea pinnata","Gemeine Pimpernuss","Blauetikett Bornträger",NA
"Acer monspessulanum","Französischer Ahorn,Burgenahorn","Blauetikett Bornträger",NA
"Alisma lanceolatum","Lanzettblättriger Froschlöffel","Blauetikett Bornträger",NA
"Anthemis austriaca","Österreichische Hundskamille","Blauetikett Bornträger",NA
"Asplenium scolopendrium","Hirschzungenfarn,Hirschzunge","Blauetikett Bornträger",NA
"Bolboschoenus maritimus","Gewöhnliche Strandsimse,Strandbinse","Blauetikett Bornträger",NA
"Brassica nigra","Schwarzer Senf","Blauetikett Bornträger",NA
"Butomus umbellatus","Schwanenblume,Wasserliesch, Blumenbinse","Blauetikett Bornträger",NA
"Callitriche palustris","Sumpf-Wasserstern,Frühlings-Wasserstern","Blauetikett Bornträger",NA
"Carex riparia","Ufer-Segge","Blauetikett Bornträger",NA
"Chamaecytisus ratisbonensis","Regensburger Zwergginster,Cytisus ratisbonensis","Blauetikett Bornträger",NA
"Chamaecytisus supinus","Kopf-Zwergginster","Blauetikett Bornträger",NA
"Clematis recta","Aufrechte Waldrebe","Blauetikett Bornträger",NA
"Cornus mas","Kornelkirsche","Blauetikett Bornträger",NA
"Corydalis solida","Gefingerter Lerchensporn","Blauetikett Bornträger",NA
"Cotoneaster integerrimus","Gewöhnliche Zwergmispel","Blauetikett Bornträger",NA
"Cyclamen purpurascens","Europäisches Alpenveilchen","Blauetikett Bornträger",NA
"Dipsacus pilosus","Behaarte Karde","Blauetikett Bornträger",NA
"Erica tetralix","Moor-Glockenheide","Blauetikett Bornträger",NA
"Fallopia dumetorum","Hecken-Flügelknöterich","Blauetikett Bornträger",NA
"Gentiana acaulis","Kiesel-Glocken-Enzian,Kochscher Enzian, Stängelloser Enzian","Blauetikett Bornträger",NA
"Geranium rotundifolium","Rundblättriger Storchschnabel","Blauetikett Bornträger",NA
"Helianthemum apenninum","Apenninen-Sonnenröschen","Blauetikett Bornträger",NA
"Helleborus foetidus","Palmblatt Nieswurz,Stinkende Nieswurz","Blauetikett Bornträger",NA
"Ilex aquifolium","Europäische Stechpalme","Blauetikett Bornträger",NA
"Isatis tinctoria","Färberwaid","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/isatis-tinctoria-f-rberwaid.html"
"Kickxia spuria","Eiblättriges Tännelkraut,Eiblättriges Schlangenmaul, Eiblättriges Leinkraut","Blauetikett Bornträger",NA
"Lithospermum purpurocaeruleum","Blauroter Steinsame,Blaurote Rindszunge, Purpurblauer Steinsame","Blauetikett Bornträger",NA
"Lunaria rediviva","Ausdauerndes Silberblatt,Mehrjähriges Silberblatt, Wilde Mondviole","Blauetikett Bornträger",NA
"Luzula nivea","Schneeweiße Hainsimse,Schnee-Marbel","Blauetikett Bornträger",NA
"Malva moschata","Moschusmalve","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/malva-moschata-moschus-malve.html"
"Melittis melissophyllum","Immenblatt","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/melittis-melissophyllum-immenblatt-waldmelisse.html"
"Petrorhagia saxifraga","Steinbrechfelsennelke,Felsennelke","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/petrorhagia-saxifraga-felsennelke.html"
"Petrorhagia saxifraga","Steinbrechfelsennelke,Felsennelke","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/petrorhagia-saxifraga-felsennelke-4841.html"
"Physalis alkekengi","Lampionkirsche","Blauetikett Bornträger",NA
"Phyteuma nigrum","Schwarze Teufelskralle","Blauetikett Bornträger",NA
"Poa chaixii","Wald-Rispengras,Berg-Rispengras","Blauetikett Bornträger",NA
"Polypodium interjectum","Mittlerer Tüpfelfarn","Blauetikett Bornträger",NA
"Populus x canescens","Grau-Pappel","Blauetikett Bornträger",NA
"Populus alba","Silber-Pappel,Weiß-Pappel","Blauetikett Bornträger",NA
"Potamogeton lucens","Spiegelndes Laichkraut","Blauetikett Bornträger",NA
"Primula farinosa","Mehlprimel","Blauetikett Bornträger",NA
"Prunus mahaleb","Steinweichsel,Felsenkirsche, Weichselkirsche","Blauetikett Bornträger",NA
"Reseda luteola","Färber-Resede,Färber-Wau","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/reseda-luteola-f-rberwau.html"
"Ribes nigrum","Schwarze Johannisbeere","Blauetikett Bornträger",NA
"Rosa sherardii","Samtrose","Blauetikett Bornträger",NA
"Rosa tomentosa","Filz-Rose","Blauetikett Bornträger",NA
"Salix rosmarinifolia","Rosmarin-Weide","Blauetikett Bornträger",NA
"Scilla bifolia","Zweiblättriger Blaustern","Blauetikett Bornträger",NA
"Senecio sarracenicus","Fluss-Greiskraut,Fluss-Kreuzkraut","Blauetikett Bornträger",NA
"Silene viscaria","Gewöhnliche Pechnelke","Blauetikett Bornträger",NA
"Sonchus palustris","Sumpf-Gänsedistel","Blauetikett Bornträger",NA
"Tetragonolobus maritimus","Spargelerbse,Spargelklee","Blauetikett Bornträger",NA
"Thalictrum lucidum","Glanz-Wiesenraute","Blauetikett Bornträger",NA
"Thlaspi montanum","Berg-Hellerkraut,Berg-Täschelkraut","Blauetikett Bornträger",NA
"Ulmus minor","Feld-Ulme","Blauetikett Bornträger",NA
"Valerianella carinata","Gekielter Feldsalat","Blauetikett Bornträger",NA
"Verbascum blattaria","Motten-Königskerze,Schaben-Königskerze, Schabenkraut","Blauetikett Bornträger",NA
"Verbascum phlomoides","Windblumen-Königskerze,Gewöhnlich-Königskerze, Windlicht-Königskerze","Blauetikett Bornträger",NA
"Vicia dumetorum","Hecken-Wicke","Blauetikett Bornträger",NA
"Mentha x rotundifolia","Apfel-Minze","Blauetikett Bornträger",NA
"Achillea macrophylla","Großblättrige Schafgarbe","Blauetikett Bornträger",NA
"Alchemilla alpina","Alpen-Frauenmantel,Alpen-Silbermantel, Bergfrauenmantel, Silberkraut, Silbermänteli","Blauetikett Bornträger",NA
"Astrantia bavarica","Bayerische Sterndolde","Blauetikett Bornträger",NA
"Bupleurum ranunculoides","Hahnenfuß-Hasenohr,Berg-Hasenohr","Blauetikett Bornträger",NA
"Cardamine alpina","Alpen-Schaumkraut","Blauetikett Bornträger",NA
"Horminum pyrenaicum","Drachenmaul","Blauetikett Bornträger",NA
"Juniperus sabina","Sadebaum,Stink-Wacholder","Blauetikett Bornträger",NA
"Linum alpinum","Alpen-Lein","Blauetikett Bornträger",NA
"Minuartia austriaca","Österreichische Miere","Blauetikett Bornträger",NA
"Oxyria digyna","Alpen-Säuerling,Säuerling","Blauetikett Bornträger",NA
"Phyteuma betonicifolium","Ziestblättrige Teufelskralle","Blauetikett Bornträger",NA
"Phyteuma ovatum","Hallers Teufelskralle,Eirunde Teufelskralle, Eikopf-Teufelskralle","Blauetikett Bornträger",NA
"Potentilla crantzii","Zottiges Fingerkraut,Bergfingerkraut","Blauetikett Bornträger",NA
"Primula clusiana","Clusius-Primel","Blauetikett Bornträger",NA
"Rumex longifolius","Nordischer Ampfer,Langblättrige Ampfer","Blauetikett Bornträger",NA
"Salix caesia","Hechtblaue Weide,Blaugrüne Weide","Blauetikett Bornträger",NA
"Salix hastata","Spieß-Weide","Blauetikett Bornträger",NA
"Salix herbacea","Kraut-Weide,Zwergweide","Blauetikett Bornträger",NA
"Salix reticulata","Netz-Weide","Blauetikett Bornträger",NA
"Senecio subalpinus","Berg-Greiskraut","Blauetikett Bornträger",NA
"Sibbaldia procumbens","Gelbling","Blauetikett Bornträger",NA
"Vaccinium macrocarpon","Großfrüchtige Moosbeere,Large Cranberry","Blauetikett Bornträger",NA
"Veronica fruticulosa","Halbstrauchehrenpreis,Strauchiger Ehrenpreis","Blauetikett Bornträger",NA
"Achillea ptarmica","Sumpf-Schafgarbe","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/achillea-ptarmica-bertramsgarbe.html"
"Achillea salicifolia","Weidenblättrige Sumpf-Schafgarbe","Blauetikett Bornträger",NA
"Acinos arvensis","Steinquendel","Blauetikett Bornträger",NA
"Agrimonia procera","Großer Odermennig","Blauetikett Bornträger",NA
"Ajuga genevensis","Genfer Günsel","Blauetikett Bornträger",NA
"Ajuga reptans","Kriechender Günsel","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/ajuga-reptans-kriechender-g-nsel.html"
"Alchemilla vulgaris","Gemeiner Frauenmantel,Alchemilla xanthochlora","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/alchemilla-vulgaris-frauenmantel.html"
"Allium lusitanicum","Berg-Lauch","Blauetikett Bornträger",NA
"Ammophila arenaria","Gewöhnlicher Strandhafer","Blauetikett Bornträger",NA
"Anemone nemorosa","Busch-Windröschen","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/anemone-nemorosa-buschwindr-schen.html"
"Anemone ranunculoides","Gelbes Windröschen","Blauetikett Bornträger",NA
"Angelica palustris","Sumpf-Engelwurz","Blauetikett Bornträger",NA
"Angelica sylvestris","Wald-Engelwurz,Wilde Engelswurz","Blauetikett Bornträger",NA
"Anthyllis vulneraria","Gewöhnlicher Wundklee","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/anthyllis-vulneraria-wundklee.html"
"Arabis hirsuta","Behaarte Gänsekresse,Rauhaarige Gänsekresse","Blauetikett Bornträger",NA
"Artemisia austriaca","Österreich-Wermut,Österreichischer Beifuß","Blauetikett Bornträger",NA
"Arum maculatum","Gefleckter Aronstab","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/arum-maculatum-aronstab.html"
"Asarum europaeum","Heimische Haselwurz,Gewöhnliche Haselwurz","Blauetikett Bornträger",NA
"Asclepias syriaca","Gewöhnliche Seidenpflanze","Blauetikett Bornträger",NA
"Asperula cynanchica","Hügel-Meier","Blauetikett Bornträger",NA
"Asplenium ruta-muraria","Mauer-Streifenfarn,Mauerraute","Blauetikett Bornträger",NA
"Asplenium trichomanes","Braunstieliger Streifenfarn","Blauetikett Bornträger",NA
"Baldellia ranunculoides","Igelschlauch","Blauetikett Bornträger",NA
"Barbarea vulgaris","Winterkresse,Barbarkraut","Blauetikett Bornträger",NA
"Berula erecta","Berle,Kleiner Merk, Schmalblättriger Merk","Blauetikett Bornträger",NA
"Betula pubescens","Moor-Birke","Blauetikett Bornträger",NA
"Bidens tripartita","Dreiteiliger Zweizahn","Blauetikett Bornträger",NA
"Bistorta officinalis","Schlangen-Wiesenknöterich","Blauetikett Bornträger",NA
"Blechnum spicant","Rippenfarn,Waldrippenfarn","Blauetikett Bornträger",NA
"Brachypodium pinnatum","Fieder-Zwenke","Blauetikett Bornträger",NA
"Briza media","Gewöhnliches Zittergras","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/briza-media-zittergras.html"
"Calluna vulgaris","Besenheide,Heidekraut","Blauetikett Bornträger",NA
"Caltha palustris","Sumpf-Dotterblume","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/caltha-palustris-sumpfdotterblume.html"
"Campanula patula","Wiesen-Glockenblume","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/campanula-patula-wiesenglockenblume.html"
"Campanula persicifolia","Pfirsichblättrige Glockenblume","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/campanula-persicifolia-pfirsichblatt-glockenblume.html"
"Campanula trachelium","Nesselblättrige Glockenblume","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/campanula-trachelium-nesselblatt-glockenblume.html"
"Cardamine amara","Kressen-Schaumkraut","Blauetikett Bornträger",NA
"Cardamine pratensis","Wiesen-Schaumkraut","Blauetikett Bornträger",NA
"Carduus nutans","Nickende Distel","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/carduus-nutans-nickende-kratzdistel.html"
"Carex brizoides","Zittergras-Segge","Blauetikett Bornträger",NA
"Carex caryophyllea","Frühlings-Segge","Blauetikett Bornträger",NA
"Carex digitata","Finger-Segge","Blauetikett Bornträger",NA
"Carex elata","Steife Segge","Blauetikett Bornträger",NA
"Carex flacca","Blaugrüne Segge","Blauetikett Bornträger",NA
"Carex montana","Berg-Segge","Blauetikett Bornträger",NA
"Carex panicea","Hirse-Segge","Blauetikett Bornträger",NA
"Carex paniculata","Rispen-Segge","Blauetikett Bornträger",NA
"Carex pendula","Hänge-Segge,Riesen-Segge, Große Segge, Hängende Segge","Blauetikett Bornträger",NA
"Carex remota","Winkel-Segge","Blauetikett Bornträger",NA
"Carex rostrata","Schnabel-Segge","Blauetikett Bornträger",NA
"Carex sylvatica","Wald-Segge","Blauetikett Bornträger",NA
"Carlina vulgaris","Golddistel","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/carlina-vulgaris-golddistel.html"
"Carum carvi","Echter Kümmel","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/kuemmel.html"
"Centaurea cyanus","Kornblume","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/centaurea-cyanus-kornblume.html"
"Centaurea jacea","Wiesen-Flockenblume","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/centaurea-jacea-wiesenflockenblume.html"
"Centaurea nigrescens","Schwärzliche Flockenblume","Blauetikett Bornträger",NA
"Centaurea scabiosa","Skabiosen-Flockenblume","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/centaurea-scabiosa-skabiosen-flockenblume-4744.html"
"Centaurea scabiosa","Skabiosen-Flockenblume","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/centaurea-scabiosa-skabiosen-flockenblume.html"
"Centaurium erythraea","Echtes Tausendgüldenkraut","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/centaurium-erythraea-tausendg-ldenkraut.html"
"Ceratophyllum demersum","Raues Hornblatt,Gemeines Hornblatt","Blauetikett Bornträger",NA
"Chaerophyllum bulbosum","Knolliger Kälberkropf","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/kerbelruebe-chaerophyllum-bulbosum.html"
"Chrysosplenium alternifolium","Wechselblättriges Milzkraut,Gold-Milzkraut","Blauetikett Bornträger",NA
"Circaea lutetiana","Großes Hexenkraut,Gewöhnliches Hexenkraut","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/circaea-lutetiana-gew-hnliches-hexenkraut.html"
"Cirsium acaulon","Stängellose Kratzdistel","Blauetikett Bornträger",NA
"Cirsium canum","Graue Kratzdistel","Blauetikett Bornträger",NA
"Cirsium oleraceum","Kohldistel","Blauetikett Bornträger",NA
"Clinopodium vulgare","Gemeiner Wirbeldost","Blauetikett Bornträger",NA
"Colchicum autumnale","Herbstzeitlose","Blauetikett Bornträger",NA
"Comarum palustre","Sumpf-Blutauge","Blauetikett Bornträger",NA
"Crataegus laevigata","Zweigriffeliger Weißdorn","Blauetikett Bornträger",NA
"Crataegus macrocarpa","Großfrüchtiger Weißdorn","Blauetikett Bornträger",NA
"Crepis biennis","Wiesen-Pippau","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/crepis-biennis-wiesenpippau.html"
"Crepis paludosa","Sumpf-Pippau","Blauetikett Bornträger",NA
"Cruciata laevipes","Gewimpertes Kreuzlabkraut","Blauetikett Bornträger",NA
"Cynosurus cristatus","Weide-Kammgras","Blauetikett Bornträger",NA
"Cystopteris fragilis","Zerbrechlicher Blasenfarn,Gewöhnlicher Blasenfarn","Blauetikett Bornträger",NA
"Dactylis polygama","Wald-Knaulgras","Blauetikett Bornträger",NA
"Danthonia decumbens","Dreizahn","Blauetikett Bornträger",NA
"Elymus caninus","Hunds-Quecke","Blauetikett Bornträger",NA
"Equisetum fluviatile","Teich-Schachtelhalm","Blauetikett Bornträger",NA
"Equisetum hyemale","Winter-Schachtelhalm","Blauetikett Bornträger",NA
"Equisetum palustre","Sumpf-Schachtelhalm","Blauetikett Bornträger",NA
"Euphrasia stricta","Steifer Augentrost","Blauetikett Bornträger",NA
"Fragaria viridis","Knack-Erdbeere,Hügel-Erdbeere","Blauetikett Bornträger",NA
"Gagea lutea","Wald-Gelbstern,Gewöhnlicher Gelbstern, Wald-Goldstern","Blauetikett Bornträger",NA
"Galeobdolon luteum","Echte Goldnessel,Gold-Taubnessel","Blauetikett Bornträger",NA
"Galeopsis angustifolia","Schmalblättriger Hohlzahn","Blauetikett Bornträger",NA
"Galeopsis speciosa","Bunter Hohlzahn","Blauetikett Bornträger",NA
"Galium odoratum","Waldmeister,Wohlriechendes Labkraut","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/waldmeister-galium-odoratum.html"
"Galium palustre","Sumpf-Labkraut","Blauetikett Bornträger",NA
"Galium saxatile","Harzer Labkraut","Blauetikett Bornträger",NA
"Galium sylvaticum","Wald-Labkraut","Blauetikett Bornträger",NA
"Galium uliginosum","Moor-Labkraut","Blauetikett Bornträger",NA
"Genista tinctoria","Färber-Ginster","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/genista-tinctoria-faerberginster.html"
"Geranium dissectum","Schlitzblättriger Storchschnabel","Blauetikett Bornträger",NA
"Geranium palustre","Sumpf-Storchschnabel","Blauetikett Bornträger",NA
"Geranium sanguineum","Blut-Storchschnabel,Blutroter Storchschnabel","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/geranium-sanguineum-blutstorchschnabel.html"
"Geum rivale","Bach-Nelkenwurz","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/geum-rivale-bachnelkenwurz.html"
"Glyceria notata","Falt-Schwaden,Gefalteter Schwaden","Blauetikett Bornträger",NA
"Gymnocarpium dryopteris","Eichenfarn","Blauetikett Bornträger",NA
"Gypsophila fastigiata","Ebensträußiges Gipskraut","Blauetikett Bornträger",NA
"Helictotrichon pubescens","Flaumiger Wiesenhafer","Blauetikett Bornträger",NA
"Hepatica nobilis","Leberblümchen","Blauetikett Bornträger",NA
"Hieracium levicaule","Dünnstängliges Habichtskraut","Blauetikett Bornträger",NA
"Hieracium murorum","Wald-Habichtskraut","Blauetikett Bornträger",NA
"Hieracium piloselloides","Florentiner Habichtskraut","Blauetikett Bornträger",NA
"Hordelymus europaeus","Waldgerste","Blauetikett Bornträger",NA
"Hypericum maculatum","Geflecktes Johanniskraut","Blauetikett Bornträger",NA
"Hypericum montanum","Berg-Johanniskraut","Blauetikett Bornträger",NA
"Hypericum tetrapterum","Flügel-Hartheu","Blauetikett Bornträger",NA
"Impatiens noli-tangere","Großes Springkraut","Blauetikett Bornträger",NA
"Inula helenium","Echter Alant","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/inula-helenium-alant-samen.html"
"Inula salicina","Weidenblättriger Alant","Blauetikett Bornträger",NA
"Juncus conglomeratus","Knäuel-Binse","Blauetikett Bornträger",NA
"Juncus inflexus","Blaugrüne Binse","Blauetikett Bornträger",NA
"Juniperus communis","Gewöhnlicher Wacholder,Gemeiner Wacholder","Blauetikett Bornträger",NA
"Lamium maculatum","Gefleckte Taubnessel","Blauetikett Bornträger",NA
"Lathyrus linifolius","Berg-Platterbse","Blauetikett Bornträger",NA
"Lathyrus niger","Schwarze Platterbse","Blauetikett Bornträger",NA
"Lathyrus sylvestris","Wilde Platterbse,Wald-Platterbse","Blauetikett Bornträger",NA
