"Species","Producer","URL"
"Glebionis segetum","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=2"
"Globularia bisnagarica","Rieger-Hofmann",NA
"Globularia punctata","Rieger-Hofmann",NA
"Glyceria maxima","Rieger-Hofmann",NA
"Glyceria notata","Rieger-Hofmann",NA
"Gratiola officinalis","Rieger-Hofmann",NA
"Gymnadenia conopsea","Rieger-Hofmann",NA
"Gymnocarpium dryopteris","Rieger-Hofmann",NA
"Gypsophila fastigiata","Rieger-Hofmann",NA
"Gypsophila muralis","Rieger-Hofmann",NA
"Gypsophila repens","Rieger-Hofmann",NA
"Helianthemum apenninum","Rieger-Hofmann",NA
"Helianthemum canum","Rieger-Hofmann",NA
"Helianthemum nummularium","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=2"
"Helichrysum arenarium","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=2"
"Helictotrichon pubescens","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/graeser.html?tt_products%5Bpp%5D=0"
"Helleborus foetidus","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=2"
"Helleborus viridis","Rieger-Hofmann",NA
"Hepatica nobilis","Rieger-Hofmann",NA
"Herniaria glabra","Rieger-Hofmann",NA
"Hieracium bauhini","Rieger-Hofmann",NA
"Hieracium hoppeanum","Rieger-Hofmann",NA
"Hieracium lachenalii","Rieger-Hofmann",NA
"Hieracium lactucella","Rieger-Hofmann",NA
"Hieracium levicaule","Rieger-Hofmann",NA
"Hieracium murorum","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=2"
"Hieracium piloselloides","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=3"
"Hieracium sabaudum","Rieger-Hofmann",NA
"Hieracium umbellatum","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=3"
"Hierochloe odorata","Rieger-Hofmann",NA
"Hierochloë odorata","Rieger-Hofmann",NA
"Hippocrepis comosa","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=3"
"Hippocrepis emerus","Rieger-Hofmann",NA
"Hippuris vulgaris","Rieger-Hofmann",NA
"Homogyne alpina","Rieger-Hofmann",NA
"Honckenya peploides","Rieger-Hofmann",NA
"Hordelymus europaeus","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/graeser.html?tt_products%5Bpp%5D=0"
"Horminum pyrenaicum","Rieger-Hofmann",NA
"Hottonia palustris","Rieger-Hofmann",NA
"Hyacinthoides non-scripta","Rieger-Hofmann",NA
"Hydrocharis morsus-ranae","Rieger-Hofmann",NA
"Hydrocotyle vulgaris","Rieger-Hofmann",NA
"Hylotelephium maximum","Rieger-Hofmann",NA
"Hyoscyamus niger","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=3"
"Hypericum elodes","Rieger-Hofmann",NA
"Hypericum hirsutum","Rieger-Hofmann",NA
"Hypericum maculatum","Rieger-Hofmann",NA
"Hypericum montanum","Rieger-Hofmann",NA
"Hypericum tetrapterum","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=3"
"Hypochaeris glabra","Rieger-Hofmann",NA
"Hypochaeris maculata","Rieger-Hofmann",NA
"Hyssopus officinalis","Rieger-Hofmann",NA
"Iberis amara","Rieger-Hofmann",NA
"Ilex aquifolium","Rieger-Hofmann",NA
"Impatiens noli-tangere","Rieger-Hofmann",NA
"Inula britannica","Rieger-Hofmann",NA
"Inula conyzae","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=3"
"Inula ensifolia","Rieger-Hofmann",NA
"Inula helenium","Rieger-Hofmann",NA
"Inula hirta","Rieger-Hofmann",NA
"Inula salicina","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=3"
"Iris aphylla","Rieger-Hofmann",NA
"Iris germanica","Rieger-Hofmann",NA
"Iris sibirica","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=3"
"Iris spuria","Rieger-Hofmann",NA
"Iris variegata","Rieger-Hofmann",NA
"Isatis tinctoria","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=3"
"Jasione laevis","Rieger-Hofmann",NA
"Jasione montana","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=3"
"Juncus conglomeratus","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/graeser.html?tt_products%5Bpp%5D=0"
"Juncus inflexus","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/graeser.html?tt_products%5Bpp%5D=0"
"Juncus subnodulosus","Rieger-Hofmann",NA
"Juniperus communis","Rieger-Hofmann",NA
"Juniperus sabina","Rieger-Hofmann",NA
"Kickxia spuria","Rieger-Hofmann",NA
"Knautia arvensis","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=3"
"Knautia drymeia","Rieger-Hofmann",NA
"Koeleria glauca","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/graeser.html?tt_products%5Bpp%5D=0"
"Koeleria pyramidata","Rieger-Hofmann",NA
"Lactuca perennis","Rieger-Hofmann",NA
"Lactuca virosa","Rieger-Hofmann",NA
"Lamium maculatum","Rieger-Hofmann",NA
"Laser trilobum","Rieger-Hofmann",NA
"Laserpitium latifolium","Rieger-Hofmann",NA
"Laserpitium prutenicum","Rieger-Hofmann",NA
"Laserpitium siler","Rieger-Hofmann",NA
"Lathyrus aphaca","Rieger-Hofmann",NA
"Lathyrus heterophyllus","Rieger-Hofmann",NA
"Lathyrus linifolius","Rieger-Hofmann",NA
"Lathyrus maritimus","Rieger-Hofmann",NA
"Lathyrus niger","Rieger-Hofmann",NA
"Lathyrus palustris","Rieger-Hofmann",NA
"Lathyrus sylvestris","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=3"
"Lathyrus tuberosus","Rieger-Hofmann",NA
"Lathyrus vernus","Rieger-Hofmann",NA
"Lavatera thuringiaca","Rieger-Hofmann",NA
"Ledum palustre","Rieger-Hofmann",NA
"Legousia speculum-veneris","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=3"
"Leontodon hispidus","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=3"
"Leontopodium alpinum","Rieger-Hofmann",NA
"Leonurus cardiaca","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=3"
"Lepidium latifolium","Rieger-Hofmann",NA
"Leucanthemum ircutianum","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=3"
"Leucanthemum vulgare","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=3"
"Leucojum aestivum","Rieger-Hofmann",NA
"Leucojum vernum","Rieger-Hofmann",NA
"Leymus arenarius","Rieger-Hofmann",NA
"Libanotis pyrenaica","Rieger-Hofmann",NA
"Lilium martagon","Rieger-Hofmann",NA
"Limonium vulgare","Rieger-Hofmann",NA
"Linaria alpina","Rieger-Hofmann",NA
"Linaria repens","Rieger-Hofmann",NA
"Linaria vulgaris","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=3"
"Linum alpinum","Rieger-Hofmann",NA
"Linum austriacum","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=3"
"Linum flavum","Rieger-Hofmann",NA
"Linum perenne","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/arznei-gewuerz-und-kulturpflanzen.html?tt_products%5Bpp%5D=0"
"Linum tenuifolium","Rieger-Hofmann",NA
"Listera ovata","Rieger-Hofmann",NA
"Lithospermum officinale","Rieger-Hofmann",NA
"Lithospermum purpurocaeruleum","Rieger-Hofmann",NA
"Lolium temulentum","Rieger-Hofmann",NA
"Lonicera caerulea","Rieger-Hofmann",NA
"Lonicera nigra","Rieger-Hofmann",NA
"Lonicera periclymenum","Rieger-Hofmann",NA
"Lonicera xylosteum","Rieger-Hofmann",NA
"Lotus corniculatus","Rieger-Hofmann",NA
"Lotus maritimus","Rieger-Hofmann",NA
"Lotus pedunculatus","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=3"
"Lunaria rediviva","Rieger-Hofmann",NA
"Luzula campestris","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/graeser.html?tt_products%5Bpp%5D=1"
"Luzula campestris","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/graeser.html?tt_products%5Bpp%5D=1"
"Luzula luzuloides","Rieger-Hofmann",NA
"Luzula multiflora","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/graeser.html?tt_products%5Bpp%5D=1"
"Luzula multiflora","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/graeser.html?tt_products%5Bpp%5D=1"
"Luzula nivea","Rieger-Hofmann",NA
"Luzula pilosa","Rieger-Hofmann",NA
"Luzula sylvatica","Rieger-Hofmann",NA
"Lychnis flos-cuculi","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=3"
"Lychnis viscaria","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=3"
"Lysimachia nemorum","Rieger-Hofmann",NA
"Lysimachia punctata","Rieger-Hofmann",NA
"Lysimachia thyrsiflora","Rieger-Hofmann",NA
"Lythrum hyssopifolia","Rieger-Hofmann",NA
"Malus sylvestris","Rieger-Hofmann",NA
"Malva alcea","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=4"
"Malva moschata","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=4"
"Malva neglecta","Rieger-Hofmann",NA
"Malva sylvestris","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=4"
"Malva sylvestris","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/arznei-gewuerz-und-kulturpflanzen.html?tt_products%5Bpp%5D=0"
"Marrubium vulgare","Rieger-Hofmann",NA
"Matteuccia struthiopteris","Rieger-Hofmann",NA
"Medicago falcata","Rieger-Hofmann",NA
"Melampyrum arvense","Rieger-Hofmann",NA
"Melampyrum nemorosum","Rieger-Hofmann",NA
"Melampyrum pratense","Rieger-Hofmann",NA
"Melampyrum sylvaticum","Rieger-Hofmann",NA
"Melica ciliata","Rieger-Hofmann",NA
"Melica nutans","Rieger-Hofmann",NA
"Melica transsilvanica","Rieger-Hofmann",NA
"Melica uniflora","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/graeser.html?tt_products%5Bpp%5D=1"
"Melica uniflora","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/graeser.html?tt_products%5Bpp%5D=1"
"Melittis melissophyllum","Rieger-Hofmann",NA
"Mentha arvensis","Rieger-Hofmann",NA
"Mentha longifolia","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=4"
"Mentha pulegium","Rieger-Hofmann",NA
"Mentha suaveolens","Rieger-Hofmann",NA
"Mentha x rotundifolia","Rieger-Hofmann",NA
"Menyanthes trifoliata","Rieger-Hofmann",NA
"Mercurialis perennis","Rieger-Hofmann",NA
"Mespilus germanica","Rieger-Hofmann",NA
"Meum athamanticum","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=4"
"Milium effusum","Rieger-Hofmann",NA
"Minuartia austriaca","Rieger-Hofmann",NA
"Misopates orontium","Rieger-Hofmann",NA
"Moehringia muscosa","Rieger-Hofmann",NA
"Molinia arundinacea","Rieger-Hofmann",NA
"Molinia caerulea","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/graeser.html?tt_products%5Bpp%5D=1"
"Molinia caerulea","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/graeser.html?tt_products%5Bpp%5D=1"
"Muscari botryoides","Rieger-Hofmann",NA
"Muscari comosum","Rieger-Hofmann",NA
"Muscari neglectum","Rieger-Hofmann",NA
"Muscari racemosum","Rieger-Hofmann",NA
"Myosotis rehsteineri","Rieger-Hofmann",NA
"Myosotis sylvatica","Rieger-Hofmann",NA
"Myrica gale","Rieger-Hofmann",NA
"Myricaria germanica","Rieger-Hofmann",NA
"Myriophyllum spicatum","Rieger-Hofmann",NA
"Myriophyllum verticillatum","Rieger-Hofmann",NA
"Myrrhis odorata","Rieger-Hofmann",NA
"Narcissus poeticus","Rieger-Hofmann",NA
"Narcissus pseudonarcissus","Rieger-Hofmann",NA
"Nardus stricta","Rieger-Hofmann",NA
"Nasturtium officinale","Rieger-Hofmann",NA
"Nepeta cataria","Rieger-Hofmann",NA
"Nigella arvensis","Rieger-Hofmann",NA
"Noccaea caerulescens","Rieger-Hofmann",NA
"Noccaea montana","Rieger-Hofmann",NA
"Nonea pulla","Rieger-Hofmann",NA
"Nuphar lutea","Rieger-Hofmann",NA
"Nymphaea alba","Rieger-Hofmann",NA
"Nymphaea candida","Rieger-Hofmann",NA
"Nymphoides peltata","Rieger-Hofmann",NA
"Odontites luteus","Rieger-Hofmann",NA
"Odontites vulgaris","Rieger-Hofmann",NA
"Oenanthe peucedanifolia","Rieger-Hofmann",NA
"Onobrychis arenaria","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=4"
"Onobrychis montana","Rieger-Hofmann",NA
"Onobrychis viciifolia","Rieger-Hofmann",NA
"Ononis arvensis","Rieger-Hofmann",NA
"Ononis natrix","Rieger-Hofmann",NA
"Ononis repens","Rieger-Hofmann",NA
"Ononis spinosa","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=4"
"Onopordum acanthium","Rieger-Hofmann",NA
"Origanum vulgare","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=4"
"Orlaya grandiflora","Rieger-Hofmann",NA
"Ornithogalum nutans","Rieger-Hofmann",NA
"Ornithogalum umbellatum","Rieger-Hofmann",NA
"Ornithopus perpusillus","Rieger-Hofmann",NA
"Osmunda regalis","Rieger-Hofmann",NA
"Oxyria digyna","Rieger-Hofmann",NA
"Oxytropis pilosa","Rieger-Hofmann",NA
"Papaver argemone","Rieger-Hofmann",NA
"Papaver dubium","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=4"
"Parietaria judaica","Rieger-Hofmann",NA
"Paris quadrifolia","Rieger-Hofmann",NA
"Petasites albus","Rieger-Hofmann",NA
"Petasites hybridus","Rieger-Hofmann",NA
"Petasites spurius","Rieger-Hofmann",NA
"Petrorhagia prolifera","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=4"
"Petrorhagia saxifraga","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=4"
"Peucedanum alsaticum","Rieger-Hofmann",NA
"Peucedanum carvifolia","Rieger-Hofmann",NA
"Peucedanum cervaria","Rieger-Hofmann",NA
"Peucedanum officinale","Rieger-Hofmann",NA
"Peucedanum oreoselinum","Rieger-Hofmann",NA
"Peucedanum ostruthium","Rieger-Hofmann",NA
"Peucedanum palustre","Rieger-Hofmann",NA
"Phegopteris connectilis","Rieger-Hofmann",NA
"Phleum phleoides","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/graeser.html?tt_products%5Bpp%5D=1"
"Phleum phleoides","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/graeser.html?tt_products%5Bpp%5D=1"
"Physalis alkekengi","Rieger-Hofmann",NA
"Phyteuma betonicifolium","Rieger-Hofmann",NA
"Phyteuma nigrum","Rieger-Hofmann",NA
"Phyteuma orbiculare","Rieger-Hofmann",NA
"Phyteuma ovatum","Rieger-Hofmann",NA
"Phyteuma spicatum","Rieger-Hofmann",NA
"Picea abies","Rieger-Hofmann",NA
"Picris hieracioides","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=4"
"Pimpinella major","Rieger-Hofmann",NA
"Pimpinella nigra","Rieger-Hofmann",NA
"Pimpinella saxifraga","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=4"
"Plantago coronopus","Rieger-Hofmann",NA
"Plantago major","Rieger-Hofmann",NA
"Plantago media","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=4"
"Platanthera bifolia","Rieger-Hofmann",NA
"Platanthera chlorantha","Rieger-Hofmann",NA
"Poa alpina","Rieger-Hofmann",NA
"Poa chaixii","Rieger-Hofmann",NA
"Polemonium caeruleum","Rieger-Hofmann",NA
"Polygala amara","Rieger-Hofmann",NA
"Polygala comosa","Rieger-Hofmann",NA
"Polygala vulgaris","Rieger-Hofmann",NA
"Polygonatum multiflorum","Rieger-Hofmann",NA
"Polygonatum odoratum","Rieger-Hofmann",NA
"Polygonatum verticillatum","Rieger-Hofmann",NA
"Polypodium interjectum","Rieger-Hofmann",NA
"Polypodium vulgare","Rieger-Hofmann",NA
"Polystichum aculeatum","Rieger-Hofmann",NA
"Polystichum braunii","Rieger-Hofmann",NA
"Polystichum setiferum","Rieger-Hofmann",NA
"Populus alba","Rieger-Hofmann",NA
"Populus nigra","Rieger-Hofmann",NA
"Populus x canescens","Rieger-Hofmann",NA
"Portulaca oleracea","Rieger-Hofmann",NA
"Potamogeton crispus","Rieger-Hofmann",NA
"Potamogeton lucens","Rieger-Hofmann",NA
"Potamogeton natans","Rieger-Hofmann",NA
"Potentilla alba","Rieger-Hofmann",NA
"Potentilla anglica","Rieger-Hofmann",NA
"Potentilla argentea","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=4"
"Potentilla aurea","Rieger-Hofmann",NA
"Potentilla crantzii","Rieger-Hofmann",NA
"Potentilla erecta","Rieger-Hofmann",NA
"Potentilla incana","Rieger-Hofmann",NA
"Potentilla neumanniana","Rieger-Hofmann",NA
"Potentilla palustris","Rieger-Hofmann",NA
"Potentilla recta","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=4"
"Potentilla rupestris","Rieger-Hofmann",NA
"Potentilla sterilis","Rieger-Hofmann",NA
"Prenanthes purpurea","Rieger-Hofmann",NA
"Primula auricula","Rieger-Hofmann",NA
"Primula clusiana","Rieger-Hofmann",NA
"Primula elatior","Rieger-Hofmann",NA
"Primula farinosa","Rieger-Hofmann",NA
"Primula hirsuta","Rieger-Hofmann",NA
"Primula veris","Rieger-Hofmann",NA
"Primula vulgaris","Rieger-Hofmann",NA
"Primula x pubescens","Rieger-Hofmann",NA
"Prunella grandiflora","Rieger-Hofmann",NA
"Prunus avium","Rieger-Hofmann",NA
"Prunus domestica","Rieger-Hofmann",NA
"Prunus fruticosa","Rieger-Hofmann",NA
"Prunus mahaleb","Rieger-Hofmann",NA
"Pseudofumaria lutea","Rieger-Hofmann",NA
"Pseudolysimachion longifolium","Rieger-Hofmann",NA
"Pulicaria dysenterica","Rieger-Hofmann",NA
"Pulmonaria angustifolia","Rieger-Hofmann",NA
"Pulmonaria mollis","Rieger-Hofmann",NA
"Pulmonaria obscura","Rieger-Hofmann",NA
"Pulmonaria officinalis","Rieger-Hofmann",NA
"Pulmonaria rubra","Rieger-Hofmann",NA
"Pulsatilla patens","Rieger-Hofmann",NA
"Pulsatilla pratensis","Rieger-Hofmann",NA
"Pulsatilla vulgaris","Rieger-Hofmann",NA
"Puschkinia scilloides","Rieger-Hofmann",NA
"Pyrus pyraster","Rieger-Hofmann",NA
"Quercus pubescens","Rieger-Hofmann",NA
"Ranunculus aquatilis","Rieger-Hofmann",NA
"Ranunculus arvensis","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=4"
"Ranunculus bulbosus","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=4"
"Ranunculus flammula","Rieger-Hofmann",NA
"Ranunculus lanuginosus","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=5"
"Ranunculus lingua","Rieger-Hofmann",NA
"Ranunculus montanus","Rieger-Hofmann",NA
"Ranunculus polyanthemos","Rieger-Hofmann",NA
"Raphanus raphanistrum","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=5"
"Rapistrum perenne","Rieger-Hofmann",NA
"Reseda lutea","Rieger-Hofmann",NA
"Reseda luteola","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=5"
"Rhamnus cathartica","Rieger-Hofmann",NA
"Rhamnus saxatilis","Rieger-Hofmann",NA
"Rhinanthus alectorolophus","Rieger-Hofmann",NA
"Rhinanthus minor","Rieger-Hofmann",NA
"Rhinanthus serotinus","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=5"
"Rhodiola rosea","Rieger-Hofmann",NA
"Rhododendron ferrugineum","Rieger-Hofmann",NA
"Rhododendron tomentosum","Rieger-Hofmann",NA
"Ribes alpinum","Rieger-Hofmann",NA
"Ribes nigrum","Rieger-Hofmann",NA
"Ribes petraeum","Rieger-Hofmann",NA
"Rorippa amphibia","Rieger-Hofmann",NA
"Rosa agrestis","Rieger-Hofmann",NA
"Rosa arvensis","Rieger-Hofmann",NA
"Rosa corymbifera","Rieger-Hofmann",NA
"Rosa dumalis","Rieger-Hofmann",NA
"Rosa elliptica","Rieger-Hofmann",NA
"Rosa gallica","Rieger-Hofmann",NA
"Rosa glauca","Rieger-Hofmann",NA
"Rosa jundzillii","Rieger-Hofmann",NA
"Rosa majalis","Rieger-Hofmann",NA
"Rosa micrantha","Rieger-Hofmann",NA
"Rosa mollis","Rieger-Hofmann",NA
"Rosa pendulina","Rieger-Hofmann",NA
"Rosa rubiginosa","Rieger-Hofmann",NA
"Rosa scabriuscula","Rieger-Hofmann",NA
"Rosa sherardii","Rieger-Hofmann",NA
"Rosa spinosissima","Rieger-Hofmann",NA
"Rosa stylosa","Rieger-Hofmann",NA
"Rosa tomentella","Rieger-Hofmann",NA
"Rosa tomentosa","Rieger-Hofmann",NA
"Rosa villosa","Rieger-Hofmann",NA
"Rubus chamaemorus","Rieger-Hofmann",NA
"Rubus nemoralis","Rieger-Hofmann",NA
"Rubus odoratus","Rieger-Hofmann",NA
"Rubus parviflorus","Rieger-Hofmann",NA
"Rubus saxatilis","Rieger-Hofmann",NA
"Rubus spectabilis","Rieger-Hofmann",NA
"Rubus ulmifolius","Rieger-Hofmann",NA
"Rubus vulgaris","Rieger-Hofmann",NA
"Rumex acetosa","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=5"
"Rumex aquaticus","Rieger-Hofmann",NA
"Rumex conglomeratus","Rieger-Hofmann",NA
"Rumex hydrolapathum","Rieger-Hofmann",NA
"Rumex longifolius","Rieger-Hofmann",NA
"Rumex maritimus","Rieger-Hofmann",NA
"Rumex sanguineus","Rieger-Hofmann",NA
"Rumex scutatus","Rieger-Hofmann",NA
"Ruta graveolens","Rieger-Hofmann",NA
"Sagina nodosa","Rieger-Hofmann",NA
"Sagina subulata","Rieger-Hofmann",NA
"Sagittaria sagittifolia","Rieger-Hofmann",NA
"Salix alba","Rieger-Hofmann",NA
"Salix alpina","Rieger-Hofmann",NA
"Salix aurita","Rieger-Hofmann",NA
"Salix bicolor","Rieger-Hofmann",NA
"Salix caesia","Rieger-Hofmann",NA
"Salix daphnoides","Rieger-Hofmann",NA
"Salix fragilis","Rieger-Hofmann",NA
"Salix hastata","Rieger-Hofmann",NA
"Salix herbacea","Rieger-Hofmann",NA
"Salix myrtilloides","Rieger-Hofmann",NA
"Salix nigricans","Rieger-Hofmann",NA
"Salix pentandra","Rieger-Hofmann",NA
"Salix purpurea","Rieger-Hofmann",NA
"Salix repens","Rieger-Hofmann",NA
"Salix reticulata","Rieger-Hofmann",NA
"Salix rosmarinifolia","Rieger-Hofmann",NA
"Salix starkeana","Rieger-Hofmann",NA
"Salix triandra","Rieger-Hofmann",NA
"Salvia glutinosa","Rieger-Hofmann",NA
"Salvia nemorosa","Rieger-Hofmann",NA
"Salvia pratensis","Rieger-Hofmann",NA
"Salvia verticillata","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=5"
"Sambucus ebulus","Rieger-Hofmann",NA
"Sanguisorba minor","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=5"
"Sanguisorba officinalis","Rieger-Hofmann",NA
"Sanicula europaea","Rieger-Hofmann",NA
"Saponaria ocymoides","Rieger-Hofmann",NA
"Saxifraga aizoides","Rieger-Hofmann",NA
"Saxifraga granulata","Rieger-Hofmann",NA
"Saxifraga paniculata","Rieger-Hofmann",NA
"Scabiosa canescens","Rieger-Hofmann",NA
"Scabiosa columbaria","Rieger-Hofmann",NA
"Scabiosa ochroleuca","Rieger-Hofmann",NA
