"Species","Producer","URL"
"Cladium mariscus","Staudengärtnerei StaudenSpatz",NA
"Clematis recta","Staudengärtnerei StaudenSpatz",NA
"Clinopodium vulgare","Staudengärtnerei StaudenSpatz","https://www.stauden-spatzundfrank.de/gewoehnlicher-wirbeldost-clinopodium-vulgare.html"
"Cochlearia officinalis","Staudengärtnerei StaudenSpatz",NA
"Colchicum autumnale","Staudengärtnerei StaudenSpatz",NA
"Colutea arborescens","Staudengärtnerei StaudenSpatz",NA
"Comarum palustre","Staudengärtnerei StaudenSpatz",NA
"Conium maculatum","Staudengärtnerei StaudenSpatz",NA
"Consolida regalis","Staudengärtnerei StaudenSpatz",NA
"Convallaria majalis","Staudengärtnerei StaudenSpatz","https://www.stauden-spatzundfrank.de/maigloeckchen-convallaria-majalis.html"
