"Species","Producer","URL"
"Consolida regalis","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/consolida-regalis-saatgut-kaufen.html"
"Convallaria majalis","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/convallaria-majalis-wildpflanze-naturnah.html"
"Cornus mas","Hof Berg-Garten",NA
"Coronilla coronata","Hof Berg-Garten",NA
"Coronilla vaginalis","Hof Berg-Garten",NA
"Corydalis cava","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/corydalis-cava-wildpflanze-naturnah.html"
"Corydalis intermedia","Hof Berg-Garten",NA
"Corydalis pumila","Hof Berg-Garten",NA
"Corydalis solida","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/corydalis-solida--1025.html"
"Corynephorus canescens","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/corynephorus-canescens-saatgut-kaufen.html"
"Corynephorus canescens","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/corynephorus-canescens-615-wildpflanze-naturnah.html"
"Cotoneaster integerrimus","Hof Berg-Garten",NA
"Crambe maritima","Hof Berg-Garten",NA
"Crataegus laevigata","Hof Berg-Garten",NA
"Crataegus macrocarpa","Hof Berg-Garten",NA
"Crepis biennis","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/crepis-biennis-saatgut-kaufen.html"
"Crepis paludosa","Hof Berg-Garten",NA
"Crepis tectorum","Hof Berg-Garten",NA
"Cruciata laevipes","Hof Berg-Garten",NA
"Cyclamen purpurascens","Hof Berg-Garten",NA
"Cymbalaria muralis","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/cymbalaria-muralis-saatgut-kaufen.html"
"Cymbalaria muralis","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/cymbalaria-muralis-619-wildpflanze-naturnah.html"
"Cynoglossum officinale","Hof Berg-Garten",NA
"Cynosurus cristatus","Hof Berg-Garten",NA
"Cyperus longus","Hof Berg-Garten",NA
"Cystopteris fragilis","Hof Berg-Garten",NA
"Cytisus nigricans","Hof Berg-Garten",NA
"Dactylis polygama","Hof Berg-Garten",NA
"Dactylorhiza incarnata","Hof Berg-Garten",NA
"Dactylorhiza praetermissa","Hof Berg-Garten",NA
"Danthonia decumbens","Hof Berg-Garten",NA
"Daphne cneorum","Hof Berg-Garten",NA
"Daphne mezereum","Hof Berg-Garten",NA
"Descurainia sophia","Hof Berg-Garten",NA
"Dianthus arenarius","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/dianthus-arenarius-wildpflanze-naturnah.html"
"Dianthus armeria","Hof Berg-Garten",NA
"Dianthus carthusianorum","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/dianthus-carthusianorum-saatgut-kaufen-wildblumen-saatgut-kaufen.html"
"Dianthus carthusianorum","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/dianthus-carthusianorum-626-wildpflanze-naturnah.html"
"Dianthus deltoides","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/dianthus-deltoides-saatgut-kaufen.html"
"Dianthus deltoides","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/dianthus-deltoides-627-wildpflanze-naturnah.html"
"Dianthus gratianopolitanus","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/dianthus-gratianopolitanus-wildpflanze-naturnah.html"
"Dianthus superbus","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/dianthus-superbus-saatgut-kaufen.html"
"Dianthus superbus","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/dianthus-superbus-630-wildpflanze-naturnah.html"
"Dichoropetalum carvifolia","Hof Berg-Garten",NA
"Dictamnus albus","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/dictamnus-albus-saatgut-kaufen.html"
"Dictamnus albus","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/dictamnus-albus-632-wildpflanze-naturnah.html"
"Digitalis grandiflora","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/digitalis-grandiflora-saatgut-kaufen.html"
"Digitalis grandiflora","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/digitalis-grandiflora-635-wildpflanze-naturnah.html"
"Digitalis lutea","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/digitalis-lutea-saatgut-kaufen.html"
"Digitalis lutea","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/digitalis-lutea-636-wildpflanze-naturnah.html"
"Dipsacus pilosus","Hof Berg-Garten",NA
"Doronicum pardalianches","Hof Berg-Garten",NA
"Draba aizoides","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/draba-aizoides-wildpflanze-naturnah.html"
"Dracocephalum ruyschiana","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/dracocephalum-ruyschiana-wildpflanze-naturnah.html"
"Dryas octopetala","Hof Berg-Garten",NA
"Dryopteris affinis","Hof Berg-Garten",NA
"Dryopteris carthusiana","Hof Berg-Garten",NA
"Dryopteris cristata","Hof Berg-Garten",NA
"Echinocystis lobata","Hof Berg-Garten",NA
"Echium vulgare","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/echium-vulgare-saatgut-kaufen.html"
"Echium vulgare","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/echium-vulgare-647-wildpflanze-naturnah.html"
"Eleocharis acicularis","Hof Berg-Garten",NA
"Eleocharis palustris","Hof Berg-Garten",NA
"Elodea canadensis","Hof Berg-Garten",NA
"Elymus caninus","Hof Berg-Garten",NA
"Empetrum nigrum","Hof Berg-Garten",NA
"Epilobium dodonaei","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/epilobium-dodonaei-saatgut-kaufen.html"
"Epilobium dodonaei","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/epilobium-dodonaei-649-wildpflanze-naturnah.html"
"Epilobium fleischeri","Hof Berg-Garten",NA
"Epilobium palustre","Hof Berg-Garten",NA
"Epilobium parviflorum","Hof Berg-Garten",NA
"Epilobium roseum","Hof Berg-Garten",NA
"Epilobium tetragonum","Hof Berg-Garten",NA
"Epipactis helleborine","Hof Berg-Garten",NA
"Equisetum fluviatile","Hof Berg-Garten",NA
"Equisetum hyemale","Hof Berg-Garten",NA
"Equisetum palustre","Hof Berg-Garten",NA
"Equisetum variegatum","Hof Berg-Garten",NA
"Erica carnea","Hof Berg-Garten",NA
"Erica tetralix","Hof Berg-Garten",NA
"Eriophorum angustifolium","Hof Berg-Garten",NA
"Eriophorum latifolium","Hof Berg-Garten",NA
"Eriophorum vaginatum","Hof Berg-Garten",NA
"Eryngium campestre","Hof Berg-Garten",NA
"Eryngium maritimum","Hof Berg-Garten",NA
"Eryngium planum","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/eryngium-planum-wildpflanze-naturnah.html"
"Erysimum cheiranthoides","Hof Berg-Garten",NA
"Erysimum cheiri","Hof Berg-Garten",NA
"Erysimum crepidifolium","Hof Berg-Garten",NA
"Erysimum odoratum","Hof Berg-Garten",NA
"Euphorbia cyparissias","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/euphorbia-cyparissias-wildpflanze-naturnah.html"
"Euphorbia dulcis","Hof Berg-Garten",NA
"Euphorbia epithymoides","Hof Berg-Garten",NA
"Euphorbia esula","Hof Berg-Garten",NA
"Euphorbia palustris","Hof Berg-Garten",NA
"Euphorbia seguieriana","Hof Berg-Garten",NA
"Euphorbia verrucosa","Hof Berg-Garten",NA
"Euphrasia stricta","Hof Berg-Garten",NA
"Fagopyrum tataricum","Hof Berg-Garten",NA
"Falcaria vulgaris","Hof Berg-Garten",NA
"Fallopia dumetorum","Hof Berg-Garten",NA
"Festuca altissima","Hof Berg-Garten",NA
"Festuca amethystina","Hof Berg-Garten",NA
"Festuca filiformis","Hof Berg-Garten",NA
"Festuca ovina","Hof Berg-Garten",NA
"Festuca valesiaca","Hof Berg-Garten",NA
"Filipendula vulgaris","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/filipendula-vulgaris-wildpflanze-naturnah.html"
"Fragaria moschata","Hof Berg-Garten",NA
"Fragaria viridis","Hof Berg-Garten",NA
"Fraxinus excelsior","Hof Berg-Garten",NA
"Fritillaria meleagris","Hof Berg-Garten",NA
"Fumana procumbens","Hof Berg-Garten",NA
"Gagea lutea","Hof Berg-Garten",NA
"Gagea villosa","Hof Berg-Garten",NA
"Galanthus nivalis","Hof Berg-Garten",NA
"Galatella linosyris","Hof Berg-Garten",NA
"Galeobdolon luteum","Hof Berg-Garten",NA
"Galeopsis angustifolia","Hof Berg-Garten",NA
"Galeopsis ladanum","Hof Berg-Garten",NA
"Galeopsis segetum","Hof Berg-Garten",NA
"Galeopsis speciosa","Hof Berg-Garten",NA
"Galium boreale","Hof Berg-Garten",NA
"Galium glaucum","Hof Berg-Garten",NA
"Galium odoratum","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/galium-odoratum-661-wildpflanze-naturnah.html"
"Galium palustre","Hof Berg-Garten",NA
"Galium pumilum","Hof Berg-Garten",NA
"Galium saxatile","Hof Berg-Garten",NA
"Galium sylvaticum","Hof Berg-Garten",NA
"Galium uliginosum","Hof Berg-Garten",NA
"Galium verum","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/galium-verum-saatgut-kaufen.html"
"Galium verum","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/galium-verum-662-wildpflanze-naturnah.html"
"Genista anglica","Hof Berg-Garten",NA
"Genista germanica","Hof Berg-Garten",NA
"Genista pilosa","Hof Berg-Garten",NA
"Genista sagittalis","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/genista-sagittalis-663-wildpflanze-naturnah.html"
"Genista tinctoria","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/genista-tinctoria-saatgut-kaufen.html"
"Genista tinctoria","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/genista-tinctoria-664-wildpflanze-naturnah.html"
"Gentiana acaulis","Hof Berg-Garten",NA
"Gentiana asclepiadea","Hof Berg-Garten",NA
"Gentiana cruciata","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/gentiana-cruciata-saatgut-kaufen.html"
"Gentiana cruciata","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/gentiana-cruciata-665-wildpflanze-naturnah.html"
"Gentiana lutea","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/gentiana-lutea-saatgut-kaufen.html"
"Gentiana lutea","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/gentiana-lutea-666-wildpflanze-naturnah.html"
"Gentiana pneumonanthe","Hof Berg-Garten",NA
"Gentiana verna","Hof Berg-Garten",NA
"Gentianella germanica","Hof Berg-Garten",NA
"Geranium dissectum","Hof Berg-Garten",NA
"Geranium palustre","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/geranium-palustre-saatgut-kaufen.html"
"Geranium palustre","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/geranium-palustre-667-wildpflanze-naturnah.html"
"Geranium phaeum","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/geranium-phaeum-wildpflanze-naturnah.html"
"Geranium pratense","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/geranium-pratense-saatgut-kaufen.html"
"Geranium pratense","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/geranium-pratense-669-wildpflanze-naturnah.html"
"Geranium rotundifolium","Hof Berg-Garten",NA
"Geranium sanguineum","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/geranium-sanguineum-670-wildpflanze-naturnah.html"
"Geranium sylvaticum","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/geranium-sylvaticum-saatgut-kaufen.html"
"Geranium sylvaticum","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/geranium-sylvaticum-671-wildpflanze-naturnah.html"
"Geum rivale","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/geum-rivale-saatgut-kaufen.html"
"Geum rivale","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/geum-rivale-673-wildpflanze-naturnah.html"
"Gladiolus palustris","Hof Berg-Garten",NA
"Glaucium flavum","Hof Berg-Garten",NA
"Glebionis segetum","Hof Berg-Garten",NA
"Globularia bisnagarica","Hof Berg-Garten",NA
"Globularia punctata","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/globularia-punctata-675-wildpflanze-naturnah.html"
"Glyceria maxima","Hof Berg-Garten",NA
"Glyceria notata","Hof Berg-Garten",NA
"Gratiola officinalis","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/gratiola-officinalis-wildpflanze-naturnah.html"
"Gymnadenia conopsea","Hof Berg-Garten",NA
"Gymnocarpium dryopteris","Hof Berg-Garten",NA
"Gypsophila fastigiata","Hof Berg-Garten",NA
"Gypsophila muralis","Hof Berg-Garten",NA
"Gypsophila repens","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/gypsophila-repens-wildpflanze-naturnah.html"
"Helianthemum apenninum","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/helianthemum-apenninum-wildpflanze-naturnah.html"
"Helianthemum canum","Hof Berg-Garten",NA
"Helianthemum nummularium","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/helianthemum-nummularium-saatgut-kaufen.html"
"Helianthemum nummularium","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/helianthemum-nummularium-681-wildpflanze-naturnah.html"
"Helichrysum arenarium","Hof Berg-Garten",NA
"Helictotrichon pubescens","Hof Berg-Garten",NA
"Helleborus foetidus","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/helleborus-foetidus--1023.html"
"Helleborus viridis","Hof Berg-Garten",NA
"Hepatica nobilis","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/hepatica-nobilis-wildpflanze-naturnah.html"
"Herniaria glabra","Hof Berg-Garten",NA
"Hieracium bauhini","Hof Berg-Garten",NA
"Hieracium hoppeanum","Hof Berg-Garten",NA
"Hieracium lachenalii","Hof Berg-Garten",NA
"Hieracium lactucella","Hof Berg-Garten",NA
"Hieracium levicaule","Hof Berg-Garten",NA
"Hieracium murorum","Hof Berg-Garten",NA
"Hieracium piloselloides","Hof Berg-Garten",NA
"Hieracium sabaudum","Hof Berg-Garten",NA
"Hieracium umbellatum","Hof Berg-Garten",NA
"Hierochloe odorata","Hof Berg-Garten",NA
"Hierochloë odorata","Hof Berg-Garten",NA
"Hippocrepis comosa","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/hippocrepis-comosa-wildpflanze-naturnah.html"
"Hippocrepis emerus","Hof Berg-Garten",NA
"Hippuris vulgaris","Hof Berg-Garten",NA
"Homogyne alpina","Hof Berg-Garten",NA
"Honckenya peploides","Hof Berg-Garten",NA
"Hordelymus europaeus","Hof Berg-Garten",NA
"Horminum pyrenaicum","Hof Berg-Garten",NA
"Hottonia palustris","Hof Berg-Garten",NA
"Hyacinthoides non-scripta","Hof Berg-Garten",NA
"Hydrocharis morsus-ranae","Hof Berg-Garten",NA
"Hydrocotyle vulgaris","Hof Berg-Garten",NA
"Hylotelephium maximum","Hof Berg-Garten",NA
"Hyoscyamus niger","Hof Berg-Garten",NA
"Hypericum elodes","Hof Berg-Garten",NA
"Hypericum hirsutum","Hof Berg-Garten",NA
"Hypericum maculatum","Hof Berg-Garten",NA
"Hypericum montanum","Hof Berg-Garten",NA
"Hypericum tetrapterum","Hof Berg-Garten",NA
"Hypochaeris glabra","Hof Berg-Garten",NA
"Hypochaeris maculata","Hof Berg-Garten",NA
"Hyssopus officinalis","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/hyssopus-officinalis-saatgut-kaufen.html"
"Hyssopus officinalis","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/hyssopus-officinalis-695-wildpflanze-naturnah.html"
"Iberis amara","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/iberis-amara-saatgut-kaufen.html"
"Ilex aquifolium","Hof Berg-Garten",NA
"Impatiens noli-tangere","Hof Berg-Garten",NA
"Inula britannica","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/inula-britannica-wildpflanze-naturnah.html"
"Inula conyzae","Hof Berg-Garten",NA
"Inula ensifolia","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/inula-ensifolia-wildpflanze-naturnah.html"
"Inula helenium","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/inula-helenium-saatgut-kaufen.html"
"Inula helenium","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/inula-helenium-697-wildpflanze-naturnah.html"
"Inula hirta","Hof Berg-Garten",NA
"Inula salicina","Hof Berg-Garten",NA
"Iris aphylla","Hof Berg-Garten",NA
"Iris germanica","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/iris-germanica-florentina-wildpflanze-naturnah.html"
"Iris sibirica","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/iris-sibirica-saatgut-kaufen.html"
"Iris sibirica","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/iris-sibirica-706-wildpflanze-naturnah.html"
"Iris spuria","Hof Berg-Garten",NA
"Iris variegata","Hof Berg-Garten",NA
"Isatis tinctoria","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/isatis-tinctoria-saatgut-kaufen.html"
"Jasione laevis","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/jasione-laevis-wildpflanze-naturnah.html"
"Jasione montana","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/jasione-montana-saatgut-kaufen.html"
"Juncus conglomeratus","Hof Berg-Garten",NA
"Juncus inflexus","Hof Berg-Garten",NA
"Juncus subnodulosus","Hof Berg-Garten",NA
"Juniperus communis","Hof Berg-Garten",NA
"Juniperus sabina","Hof Berg-Garten",NA
"Kickxia spuria","Hof Berg-Garten",NA
"Knautia arvensis","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/knautia-arvensis-saatgut-kaufen.html"
"Knautia arvensis","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/knautia-arvensis-711-wildpflanze-naturnah.html"
"Knautia drymeia","Hof Berg-Garten",NA
"Koeleria glauca","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/koeleria-glauca-713-wildpflanze-naturnah.html"
"Koeleria pyramidata","Hof Berg-Garten",NA
"Lactuca perennis","Hof Berg-Garten",NA
"Lactuca virosa","Hof Berg-Garten",NA
"Lamium maculatum","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/lamium-maculatum-wildpflanze-naturnah.html"
"Laser trilobum","Hof Berg-Garten",NA
"Laserpitium latifolium","Hof Berg-Garten",NA
"Laserpitium prutenicum","Hof Berg-Garten",NA
"Laserpitium siler","Hof Berg-Garten",NA
"Lathyrus aphaca","Hof Berg-Garten",NA
"Lathyrus heterophyllus","Hof Berg-Garten",NA
"Lathyrus linifolius","Hof Berg-Garten",NA
"Lathyrus maritimus","Hof Berg-Garten",NA
"Lathyrus niger","Hof Berg-Garten",NA
"Lathyrus palustris","Hof Berg-Garten",NA
"Lathyrus sylvestris","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/lathyrus-sylvestris-saatgut-kaufen.html"
"Lathyrus sylvestris","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/lathyrus-sylvestris-720-wildpflanze-naturnah.html"
"Lathyrus tuberosus","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/lathyrus-tuberosus-saatgut-kaufen.html"
"Lathyrus tuberosus","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/lathyrus-tuberosus-721-wildpflanze-naturnah.html"
"Lathyrus vernus","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/lathyrus-vernus-saatgut-kaufen.html"
"Lathyrus vernus","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/lathyrus-vernus-722-wildpflanze-naturnah.html"
"Lavatera thuringiaca","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/lavatera-thuringiaca-wildpflanze-naturnah.html"
"Ledum palustre","Hof Berg-Garten",NA
"Legousia speculum-veneris","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/legousia-speculum-veneris-saatgut-kaufen.html"
"Leontodon hispidus","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/leontodon-hispidus-saatgut-kaufen.html"
"Leontopodium alpinum","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/leontopodium-alpinum-wildpflanze-naturnah.html"
"Leonurus cardiaca","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/leonurus-cardiaca-saatgut-kaufen.html"
"Leonurus cardiaca","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/leonurus-cardiaca-728-wildpflanze-naturnah.html"
"Lepidium latifolium","Hof Berg-Garten",NA
"Leucanthemum ircutianum","Hof Berg-Garten",NA
"Leucanthemum vulgare","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/leucanthemum-vulgare-saatgut-kaufen.html"
"Leucanthemum vulgare","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/leucanthemum-vulgare-729-wildpflanze-naturnah.html"
"Leucojum aestivum","Hof Berg-Garten",NA
"Leucojum vernum","Hof Berg-Garten",NA
"Leymus arenarius","Hof Berg-Garten",NA
"Libanotis pyrenaica","Hof Berg-Garten",NA
"Lilium martagon","Hof Berg-Garten",NA
"Limonium vulgare","Hof Berg-Garten",NA
"Linaria alpina","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/linaria-alpina-wildpflanze-naturnah.html"
"Linaria repens","Hof Berg-Garten",NA
"Linaria vulgaris","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/linaria-vulgaris-saatgut-kaufen.html"
"Linaria vulgaris","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/linaria-vulgaris-734-wildpflanze-naturnah.html"
"Linum alpinum","Hof Berg-Garten",NA
"Linum austriacum","Hof Berg-Garten",NA
"Linum flavum","Hof Berg-Garten",NA
"Linum perenne","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/linum-perenne-saatgut-kaufen.html"
"Linum perenne","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/linum-perenne-735-wildpflanze-naturnah.html"
"Linum tenuifolium","Hof Berg-Garten",NA
"Listera ovata","Hof Berg-Garten",NA
"Lithospermum officinale","Hof Berg-Garten",NA
"Lithospermum purpurocaeruleum","Hof Berg-Garten",NA
"Lolium temulentum","Hof Berg-Garten",NA
"Lonicera caerulea","Hof Berg-Garten",NA
"Lonicera nigra","Hof Berg-Garten",NA
"Lonicera periclymenum","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/lonicera-periclymenum-wildpflanze-naturnah.html"
"Lonicera xylosteum","Hof Berg-Garten",NA
"Lotus corniculatus","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/lotus-corniculatus-saatgut-kaufen.html"
"Lotus corniculatus","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/lotus-corniculatus-740-wildpflanze-naturnah.html"
"Lotus maritimus","Hof Berg-Garten",NA
"Lotus pedunculatus","Hof Berg-Garten",NA
"Lunaria rediviva","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/lunaria-rediviva-saatgut-kaufen.html"
"Lunaria rediviva","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/lunaria-rediviva-741-wildpflanze-naturnah.html"
"Luzula campestris","Hof Berg-Garten",NA
"Luzula luzuloides","Hof Berg-Garten",NA
"Luzula multiflora","Hof Berg-Garten",NA
"Luzula nivea","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/luzula-nivea-wildpflanze-naturnah.html"
"Luzula pilosa","Hof Berg-Garten",NA
"Luzula sylvatica","Hof Berg-Garten",NA
"Lychnis flos-cuculi","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/lychnis-flos-cuculi-saatgut-kaufen.html"
"Lychnis flos-cuculi","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/lychnis-flos-cuculi-745-wildpflanze-naturnah.html"
"Lychnis viscaria","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/lychnis-viscaria-saatgut-kaufen.html"
"Lychnis viscaria","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/lychnis-viscaria-746-wildpflanze-naturnah.html"
"Lysimachia nemorum","Hof Berg-Garten",NA
"Lysimachia punctata","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/lysimachia-punctata-wildpflanze-naturnah.html"
