"Species","Producer","URL"
"Ajuga genevensis","Staudengärtnerei Gaißmayer","https://www.gaissmayer.de/web/shop/suche/produkte/?suche=Ajuga%20genevensis"
"Ajuga reptans","Rieger-Hofmann","https://www.rieger-hofmann.de/rieger-hofmann-shop/einzelarten/blumen.html?tt_products%5Bpp%5D=0"
"Ajuga reptans","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/ajuga-reptans-kriechender-g-nsel.html"
"Ajuga reptans","Staudengärtnerei StaudenSpatz","https://www.staudenspatz.de/kriechender-guensel-ajuga-reptans.html"
"Ajuga reptans","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/1738/ajuga-reptans"
"Ajuga reptans","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/ajuga-reptans-saatgut-kaufen.html"
"Ajuga reptans","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/ajuga-reptans-513-wildpflanze-naturnah.html"
"Ajuga reptans","Staudengärtnerei Gaißmayer","https://www.gaissmayer.de/web/shop/suche/produkte/?suche=Ajuga%20reptans"
"Alchemilla alpina","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2651/alchemilla-alpina"
"Alchemilla alpina","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/alchemilla-alpina-wildpflanze-naturnah.html"
"Alchemilla hoppeana","Staudengärtnerei StaudenSpatz","https://www.staudenspatz.de/hoppes-frauenmantel-alchemilla-hoppeana.html"
"Alchemilla hoppeana","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2673/alchemilla-hoppeana"
"Alchemilla hoppeana","Staudengärtnerei Gaißmayer","https://www.gaissmayer.de/web/shop/suche/produkte/?suche=Alchemilla%20hoppeana"
"Alchemilla vulgaris","Blauetikett Bornträger","https://www.blauetikett.de/samen-1/wildblumen/alchemilla-vulgaris-frauenmantel.html"
"Alchemilla vulgaris","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2684/alchemilla-xanthochlora-vulgaris"
"Alchemilla vulgaris","Hof Berg-Garten","https://shop.hof-berggarten.de/samen-kaufen/einzelsaatgut/alchemilla-vulgaris-saatgut-kaufen.html"
"Alchemilla vulgaris","Hof Berg-Garten","https://shop.hof-berggarten.de/pflanzen-bio-versand/pflanze-im-topf/alchemilla-vulgaris-515-wildpflanze-naturnah.html"
"Alchemilla vulgaris","Staudengärtnerei Gaißmayer","https://www.gaissmayer.de/web/shop/suche/produkte/?suche=Alchemilla%20vulgaris"
