Bundesland,Wissenschaftlicher Name,Gefährdung,NaturaDB
Brandenburg,Ribes spicatum,G,not in naturadb
Brandenburg,Rosa henkeri-schulzei,G,not in naturadb
Brandenburg,Rosa x alba,G,not in naturadb
Brandenburg,Rumex x heterophyllus,G,not in naturadb
Brandenburg,Taraxacum atactum,G,not in naturadb
Brandenburg,Taraxacum bracteatum,G,not in naturadb
Brandenburg,Taraxacum commixtum,G,not in naturadb
Brandenburg,Taraxacum fascinans,G,not in naturadb
Brandenburg,Taraxacum haematicum,G,not in naturadb
Brandenburg,Taraxacum lamprophyllum,G,not in naturadb
Brandenburg,Taraxacum lancidens,G,not in naturadb
Brandenburg,Taraxacum linguatifrons,G,not in naturadb
Brandenburg,Taraxacum marklundii,G,not in naturadb
Brandenburg,Taraxacum subpraticola,G,not in naturadb
Brandenburg,Taraxacum tragopogon,G,not in naturadb
Brandenburg,Thymus x oblongifolius,G,not in naturadb
Brandenburg,Ulmus x hollandica,G,not in naturadb
Brandenburg,Achillea pannonica,V,not in naturadb
Brandenburg,Allium oleraceum,V,not in naturadb
Brandenburg,Allium scorodoprasum,V,not in naturadb
Brandenburg,Anthoxanthum aristatum,V,not in naturadb
Brandenburg,Buglossoides arvensis,V,not in naturadb
Brandenburg,Carex disticha,V,not in naturadb
Brandenburg,Carex elongata,V,not in naturadb
Brandenburg,Carex otrubae,V,not in naturadb
Brandenburg,Carex pallescens,V,not in naturadb
Brandenburg,Carex pseudobrizoides,V,not in naturadb
Brandenburg,Carex vesicaria,V,not in naturadb
Brandenburg,Carex viridula,V,not in naturadb
Brandenburg,Cerastium brachypetalum,V,not in naturadb
Brandenburg,Chenopodium botrys,V,not in naturadb
Brandenburg,Crataegus x ssp. haericea,V,not in naturadb
Brandenburg,Cyperus fuscus,V,not in naturadb
Brandenburg,Drosera rotundifolia,V,not in naturadb
Brandenburg,Eleocharis uniglumis,V,not in naturadb
Brandenburg,Equisetum sylvaticum,V,not in naturadb
Brandenburg,Erigeron acris,V,not in naturadb
Brandenburg,Filago minima,V,not in naturadb
Brandenburg,Galeopsis pubescens,V,not in naturadb
Brandenburg,Leontodon saxatilis,V,not in naturadb
Brandenburg,Leonurus marrubiastrum,V,not in naturadb
Brandenburg,Myosotis laxa,V,not in naturadb
Brandenburg,Myosotis sparsiflora,V,not in naturadb
Brandenburg,Myosurus minimus,V,not in naturadb
Brandenburg,Oenothera ammophila,V,not in naturadb
Brandenburg,Oenothera oakesiana,V,not in naturadb
Brandenburg,Peplis portula,V,not in naturadb
Brandenburg,Potamogeton berchtoldii,V,not in naturadb
Brandenburg,Potamogeton perfoliatus,V,not in naturadb
Brandenburg,Puccinellia distans,V,not in naturadb
Brandenburg,Ranunculus peltatus,V,not in naturadb
Brandenburg,Rosa subcanina,V,not in naturadb
Brandenburg,Rosa subcollina,V,not in naturadb
Brandenburg,Rumex palustris,V,not in naturadb
Brandenburg,Rumex salicifolius,V,not in naturadb
Brandenburg,Scolochloa festucacea,V,not in naturadb
Brandenburg,Silene conica,V,not in naturadb
Brandenburg,Silene flos-cuculi,V,not in naturadb
Brandenburg,Taraxacum subalpinum,V,not in naturadb
Brandenburg,Urtica urens,V,not in naturadb
Brandenburg,Veronica agrestis,V,not in naturadb
Brandenburg,Veronica anagallis-aquatica,V,not in naturadb
Brandenburg,Veronica hederifolia,V,not in naturadb
Brandenburg,Veronica polita,V,not in naturadb
Brandenburg,Artemisia biennis,R,not in naturadb
Brandenburg,Barbarea intermedia,R,not in naturadb
Brandenburg,Bunium bulbocastanum,R,not in naturadb
Brandenburg,Carex atherodes,R,not in naturadb
