Bundesland,Wissenschaftlicher Name,Gefährdung,NaturaDB
Mecklenburg-Vorpommern,Hieracium diaphanoides ssp. neoornatum,R,not in naturadb
Mecklenburg-Vorpommern,Hieracium echioides,2,not in naturadb
Mecklenburg-Vorpommern,Hieracium fallax,3,not in naturadb
Mecklenburg-Vorpommern,Hieracium flagellare,1,not in naturadb
Mecklenburg-Vorpommern,Hieracium fuscocinereum ssp. pycnodon,R,not in naturadb
Mecklenburg-Vorpommern,Hieracium fuscocinereum ssp. sagittatum,R,not in naturadb
Mecklenburg-Vorpommern,Hieracium glomeratum,1,not in naturadb
Mecklenburg-Vorpommern,Hieracium laevigatum ssp. boraeanum,1,not in naturadb
Mecklenburg-Vorpommern,Hieracium laurinum,G,not in naturadb
Mecklenburg-Vorpommern,Hieracium longiscapum,0,not in naturadb
Mecklenburg-Vorpommern,Hieracium maculatum,1,not in naturadb
Mecklenburg-Vorpommern,Hieracium prussicum,0,not in naturadb
Mecklenburg-Vorpommern,Hieracium schultesii,0,not in naturadb
Mecklenburg-Vorpommern,Hieracium subramosum ssp. basiliare,R,not in naturadb
Mecklenburg-Vorpommern,Hieracium subrigidum,1,not in naturadb
Mecklenburg-Vorpommern,Hieracium sulphureum,0,not in naturadb
Mecklenburg-Vorpommern,Hierochloe hirta ssp. arctica,0,not in naturadb
Mecklenburg-Vorpommern,Holosteum umbellatum,3,not in naturadb
Mecklenburg-Vorpommern,Hordeum secalinum,2,not in naturadb
Mecklenburg-Vorpommern,Huperzia selago,1,not in naturadb
Mecklenburg-Vorpommern,Hypericum humifusum,V,not in naturadb
Mecklenburg-Vorpommern,Hypericum pulchrum,1,not in naturadb
Mecklenburg-Vorpommern,Illecebrum verticillatum,1,not in naturadb
Mecklenburg-Vorpommern,Inula conyza,R,not in naturadb
Mecklenburg-Vorpommern,Isoëtes lacustris,0,not in naturadb
Mecklenburg-Vorpommern,Isolepis setacea,2,not in naturadb
Mecklenburg-Vorpommern,Juncus acutiflorus,2,not in naturadb
Mecklenburg-Vorpommern,Juncus alpinus,2,not in naturadb
Mecklenburg-Vorpommern,Juncus anceps,1,not in naturadb
Mecklenburg-Vorpommern,Juncus balticus,1,not in naturadb
Mecklenburg-Vorpommern,Juncus bulbosus ssp. bulbosus,2,not in naturadb
Mecklenburg-Vorpommern,Juncus bulbosus ssp. kochii,1,not in naturadb
Mecklenburg-Vorpommern,Juncus capitatus,0,not in naturadb
Mecklenburg-Vorpommern,Juncus filiformis,1,not in naturadb
Mecklenburg-Vorpommern,Juncus squarrosus,2,not in naturadb
Mecklenburg-Vorpommern,Juncus tenageia,1,not in naturadb
Mecklenburg-Vorpommern,Jurinea cyanoides,1,not in naturadb
Mecklenburg-Vorpommern,Kickxia elatine,1,not in naturadb
Mecklenburg-Vorpommern,Koeleria grandis,1,not in naturadb
Mecklenburg-Vorpommern,Koeleria macrantha,3,not in naturadb
Mecklenburg-Vorpommern,Lamium confertum,0,not in naturadb
Mecklenburg-Vorpommern,Lamium hybridum,V,not in naturadb
Mecklenburg-Vorpommern,Lappula squarrosa,1,not in naturadb
Mecklenburg-Vorpommern,Lastrea limbosperma,1,not in naturadb
Mecklenburg-Vorpommern,Lathyrus japonicus,V,not in naturadb
Mecklenburg-Vorpommern,Leersia oryzoides,1,not in naturadb
Mecklenburg-Vorpommern,Leontodon saxatilis,3,not in naturadb
Mecklenburg-Vorpommern,Leonurus marubiastrum,3,not in naturadb
Mecklenburg-Vorpommern,Lilium bulbiferum ssp. croceum,1,not in naturadb
Mecklenburg-Vorpommern,Limosella aquatica,3,not in naturadb
Mecklenburg-Vorpommern,Linaria arvensis,0,not in naturadb
Mecklenburg-Vorpommern,Linnaea borealis,1,not in naturadb
Mecklenburg-Vorpommern,Linum catharticum,3,not in naturadb
Mecklenburg-Vorpommern,Liparis loeselii,2,not in naturadb
Mecklenburg-Vorpommern,Listera cordata,1,not in naturadb
Mecklenburg-Vorpommern,Littorella uniflora,1,not in naturadb
Mecklenburg-Vorpommern,Lobelia dortmanna,0,not in naturadb
Mecklenburg-Vorpommern,Lolium remotum,2,not in naturadb
Mecklenburg-Vorpommern,Lotus tenuis,3,not in naturadb
Mecklenburg-Vorpommern,Luronium natans,1,not in naturadb
Mecklenburg-Vorpommern,Luzula congesta,G,not in naturadb
Mecklenburg-Vorpommern,Luzula pallidula,0,not in naturadb
Mecklenburg-Vorpommern,Lycopodiella inundata,1,not in naturadb
Mecklenburg-Vorpommern,Lycopodium annotinum,V,not in naturadb
Mecklenburg-Vorpommern,Lycopodium clavatum,1,not in naturadb
Mecklenburg-Vorpommern,Malaxis monophyllos,0,not in naturadb
Mecklenburg-Vorpommern,Malva pusilla,3,not in naturadb
Mecklenburg-Vorpommern,Medicago minima,2,not in naturadb
Mecklenburg-Vorpommern,Melampyrum cristatum,1,not in naturadb
Mecklenburg-Vorpommern,Melilotus altissimus,3,not in naturadb
Mecklenburg-Vorpommern,Melilotus dentatus,2,not in naturadb
Mecklenburg-Vorpommern,Minuartia viscosa,0,not in naturadb
Mecklenburg-Vorpommern,Moneses uniflora,1,not in naturadb
Mecklenburg-Vorpommern,Montia fontana ssp. amporitana,0,not in naturadb
Mecklenburg-Vorpommern,Montia fontana ssp. chondrosperma,2,not in naturadb
Mecklenburg-Vorpommern,Myosotis discolor,2,not in naturadb
Mecklenburg-Vorpommern,Myosotis sparsiflora,1,not in naturadb
Mecklenburg-Vorpommern,Myosotis stricta,V,not in naturadb
Mecklenburg-Vorpommern,Myosurus minimus,V,not in naturadb
Mecklenburg-Vorpommern,Myriophyllum alterniflorum,2,not in naturadb
Mecklenburg-Vorpommern,Najas marina ssp.intermedia,2,not in naturadb
Mecklenburg-Vorpommern,Najas marina ssp. marina,2,not in naturadb
Mecklenburg-Vorpommern,Najas minor,1,not in naturadb
Mecklenburg-Vorpommern,Neottia nidus-avis,2,not in naturadb
Mecklenburg-Vorpommern,Neslia paniculata,1,not in naturadb
Mecklenburg-Vorpommern,Nuphar pumila,1,not in naturadb
Mecklenburg-Vorpommern,Odontites litoralis,1,not in naturadb
Mecklenburg-Vorpommern,Odontites vernus,2,not in naturadb
Mecklenburg-Vorpommern,Oenanthe fistulosa,2,not in naturadb
Mecklenburg-Vorpommern,Ophioglossum vulgatum,2,not in naturadb
Mecklenburg-Vorpommern,Ophrys apifera,0,not in naturadb
Mecklenburg-Vorpommern,Ophrys insectifera,1,not in naturadb
Mecklenburg-Vorpommern,Orchis coriophora,0,not in naturadb
Mecklenburg-Vorpommern,Orchis militaris,1,not in naturadb
Mecklenburg-Vorpommern,Orchis morio,1,not in naturadb
Mecklenburg-Vorpommern,Orchis palustris,1,not in naturadb
Mecklenburg-Vorpommern,Orchis purpurea,R,not in naturadb
Mecklenburg-Vorpommern,Orchis tridentata,0,not in naturadb
Mecklenburg-Vorpommern,Orobanche alba,0,not in naturadb
Mecklenburg-Vorpommern,Orobanche alsatica ssp. libanotides,1,not in naturadb
Mecklenburg-Vorpommern,Orobanche arenaria,1,not in naturadb
Mecklenburg-Vorpommern,Orobanche bohemica,1,not in naturadb
Mecklenburg-Vorpommern,Orobanche caryophyllacea,2,not in naturadb
Mecklenburg-Vorpommern,Orobanche elatior,R,not in naturadb
Mecklenburg-Vorpommern,Orobanche picridis,1,not in naturadb
Mecklenburg-Vorpommern,Orobanche purpurea,2,not in naturadb
Mecklenburg-Vorpommern,Orobanche ramosa,0,not in naturadb
Mecklenburg-Vorpommern,Orobanche reticulata,1,not in naturadb
Mecklenburg-Vorpommern,Orthilia secunda,3,not in naturadb
Mecklenburg-Vorpommern,Panicum riparium,R,not in naturadb
Mecklenburg-Vorpommern,Parapholis strigosa,2,not in naturadb
Mecklenburg-Vorpommern,Parietaria officinalis,2,not in naturadb
Mecklenburg-Vorpommern,Parnassia palustris,2,not in naturadb
Mecklenburg-Vorpommern,Pedicularis palustris ssp. opsiantha,0,not in naturadb
Mecklenburg-Vorpommern,Pedicularis palustris ssp. palustris,2,not in naturadb
Mecklenburg-Vorpommern,Pedicularis sceptrum-carolinum,0,not in naturadb
Mecklenburg-Vorpommern,Pedicularis sylvatica,1,not in naturadb
Mecklenburg-Vorpommern,Peplis portula,3,not in naturadb
Mecklenburg-Vorpommern,Phleum arenarium,2,not in naturadb
Mecklenburg-Vorpommern,Phyllitis scolopendrium,R,not in naturadb
Mecklenburg-Vorpommern,Pilularia globulifera,1,not in naturadb
Mecklenburg-Vorpommern,Pinguicula vulgaris,2,not in naturadb
Mecklenburg-Vorpommern,Plantago arenaria,1,not in naturadb
Mecklenburg-Vorpommern,Plantago maritima,3,not in naturadb
Mecklenburg-Vorpommern,Poa bulbosa,1,not in naturadb
Mecklenburg-Vorpommern,Polycnemum arvense,0,not in naturadb
Mecklenburg-Vorpommern,Polygala amarella,1,not in naturadb
Mecklenburg-Vorpommern,Polygala serpyllifolia,0,not in naturadb
Mecklenburg-Vorpommern,Persicaria lapathifolia ssp. brittingeri,R,not in naturadb
Mecklenburg-Vorpommern,Polygonum oxyspermum ssp. oxyspermum,0,not in naturadb
Mecklenburg-Vorpommern,Potamogeton acutifolius,2,not in naturadb
Mecklenburg-Vorpommern,Potamogeton alpinus,3,not in naturadb
Mecklenburg-Vorpommern,Potamogeton x angustifolius,1,not in naturadb
Mecklenburg-Vorpommern,Potamogeton berchtoldii,3,not in naturadb
Mecklenburg-Vorpommern,Potamogeton coloratus,0,not in naturadb
Mecklenburg-Vorpommern,Potamogeton compressus,2,not in naturadb
Mecklenburg-Vorpommern,Potamogeton filiformis,1,not in naturadb
Mecklenburg-Vorpommern,Potamogeton friesii,2,not in naturadb
Mecklenburg-Vorpommern,Potamogeton gramineus,2,not in naturadb
Mecklenburg-Vorpommern,Potamogeton nodosus,0,not in naturadb
Mecklenburg-Vorpommern,Potamogeton obtusifolius,2,not in naturadb
Mecklenburg-Vorpommern,Potamogeton polygonifolius,1,not in naturadb
Mecklenburg-Vorpommern,Potamogeton praelongus,2,not in naturadb
Mecklenburg-Vorpommern,Potamogeton pusillus,3,not in naturadb
Mecklenburg-Vorpommern,Potamogeton rutilus,0,not in naturadb
Mecklenburg-Vorpommern,Potamogeton trichoides,2,not in naturadb
Mecklenburg-Vorpommern,Potamogeton x nitens,1,not in naturadb
Mecklenburg-Vorpommern,Potamogeton x salicifolius,R,not in naturadb
Mecklenburg-Vorpommern,Potentilla heptaphylla,3,not in naturadb
Mecklenburg-Vorpommern,Potentilla inclinata,1,not in naturadb
Mecklenburg-Vorpommern,Potentilla norvegica,1,not in naturadb
Mecklenburg-Vorpommern,Potentilla supina,1,not in naturadb
Mecklenburg-Vorpommern,Potentilla tabernaemontani,2,not in naturadb
Mecklenburg-Vorpommern,Potentilla wismariensis,1,not in naturadb
Mecklenburg-Vorpommern,Prunella laciniata,1,not in naturadb
Mecklenburg-Vorpommern,Pseudognaphalium luteoalbum,1,not in naturadb
Mecklenburg-Vorpommern,Pseudolysimachion spicatum,3,not in naturadb
Mecklenburg-Vorpommern,Puccinellia capillaris,2,not in naturadb
Mecklenburg-Vorpommern,Pulicaria vulgaris,3,not in naturadb
Mecklenburg-Vorpommern,Pulsatilla vernalis,0,not in naturadb
Mecklenburg-Vorpommern,Pyrola chlorantha,2,not in naturadb
Mecklenburg-Vorpommern,Pyrola media,0,not in naturadb
Mecklenburg-Vorpommern,Pyrola minor,V,not in naturadb
Mecklenburg-Vorpommern,Pyrola rotundifolia,2,not in naturadb
Mecklenburg-Vorpommern,Radiola linoides,1,not in naturadb
Mecklenburg-Vorpommern,Ranunculus auricomus,V,not in naturadb
Mecklenburg-Vorpommern,Ranunculus hederaceus,0,not in naturadb
Mecklenburg-Vorpommern,Ranunculus peltatus ssp. baudotii,3,not in naturadb
Mecklenburg-Vorpommern,Ranunculus peltatus ssp. peltatus,3,not in naturadb
Mecklenburg-Vorpommern,Ranunculus penicillatus,2,not in naturadb
Mecklenburg-Vorpommern,Ranunculus reptans,1,not in naturadb
Mecklenburg-Vorpommern,Ranunculus sardous,2,not in naturadb
Mecklenburg-Vorpommern,Ranunculus trichophyllus ssp. trichophyllus,2,not in naturadb
Mecklenburg-Vorpommern,Rhinanthus angustifolius ssp. arenarius,0,not in naturadb
Mecklenburg-Vorpommern,Rhinanthus angustifolius ssp. grandiflorus,2,not in naturadb
Mecklenburg-Vorpommern,Rhinanthus angustifolius ssp. halophilus,1,not in naturadb
Mecklenburg-Vorpommern,Rhynchospora alba,2,not in naturadb
Mecklenburg-Vorpommern,Rhynchospora fusca,1,not in naturadb
Mecklenburg-Vorpommern,Ribes spicatum,R,not in naturadb
Mecklenburg-Vorpommern,Rosa caesia,3,not in naturadb
Mecklenburg-Vorpommern,Rosa columnifera,3,not in naturadb
Mecklenburg-Vorpommern,Rosa inodora,3,not in naturadb
Mecklenburg-Vorpommern,Rosa pseudoscabriuscula,3,not in naturadb
Mecklenburg-Vorpommern,Rosa x alba,R,not in naturadb
Mecklenburg-Vorpommern,Rubus bifrons,R,not in naturadb
Mecklenburg-Vorpommern,Rubus cardiophyllus,1,not in naturadb
Mecklenburg-Vorpommern,Rubus chloocladus,R,not in naturadb
Mecklenburg-Vorpommern,Rubus cimbricus,R,not in naturadb
Mecklenburg-Vorpommern,Rubus darssensis,R,not in naturadb
Mecklenburg-Vorpommern,Rubus egregius,R,not in naturadb
Mecklenburg-Vorpommern,Rubus egregiusculus,1,not in naturadb
Mecklenburg-Vorpommern,Rubus flexuosus,R,not in naturadb
Mecklenburg-Vorpommern,Rubus glauciformis,1,not in naturadb
Mecklenburg-Vorpommern,Rubus hallandicus,R,not in naturadb
Mecklenburg-Vorpommern,Rubus koehleri,R,not in naturadb
Mecklenburg-Vorpommern,Rubus lobatidens,R,not in naturadb
Mecklenburg-Vorpommern,Rubus luminosus,R,not in naturadb
Mecklenburg-Vorpommern,Rubus macranthelos,1,not in naturadb
Mecklenburg-Vorpommern,Rubus macrophyllus,1,not in naturadb
Mecklenburg-Vorpommern,Rubus macrothyrsus,R,not in naturadb
Mecklenburg-Vorpommern,Rubus maximus,1,not in naturadb
Mecklenburg-Vorpommern,Rubus opacus,R,not in naturadb
Mecklenburg-Vorpommern,Rubus orthostachys,R,not in naturadb
Mecklenburg-Vorpommern,Rubus pervirescens,R,not in naturadb
Mecklenburg-Vorpommern,Rubus platyacanthus,R,not in naturadb
Mecklenburg-Vorpommern,Rubus schlechtendalii,R,not in naturadb
Mecklenburg-Vorpommern,Rubus scissus,0,not in naturadb
Mecklenburg-Vorpommern,Rubus siekensis,R,not in naturadb
Mecklenburg-Vorpommern,Rubus stormanicus,1,not in naturadb
Mecklenburg-Vorpommern,Rubus tiliaster,1,not in naturadb
Mecklenburg-Vorpommern,Rubus vigorosus,R,not in naturadb
Mecklenburg-Vorpommern,Rumex palustris,V,not in naturadb
Mecklenburg-Vorpommern,Sagina apetala,1,not in naturadb
Mecklenburg-Vorpommern,Sagina maritima,2,not in naturadb
Mecklenburg-Vorpommern,Sagina micropetala,2,not in naturadb
Mecklenburg-Vorpommern,Salicornia europaea ssp. europaea,3,not in naturadb
Mecklenburg-Vorpommern,Salix myrsinifolia,0,not in naturadb
Mecklenburg-Vorpommern,Samolus valerandi,V,not in naturadb
Mecklenburg-Vorpommern,Saxifraga hirculus,0,not in naturadb
Mecklenburg-Vorpommern,Saxifraga tridactylites,V,not in naturadb
Mecklenburg-Vorpommern,Scheuchzeria palustris,2,not in naturadb
Mecklenburg-Vorpommern,Schoenoplectus pungens,R,not in naturadb
Mecklenburg-Vorpommern,Schoenus ferrugineus,1,not in naturadb
Mecklenburg-Vorpommern,Scirpus radicans,0,not in naturadb
Mecklenburg-Vorpommern,Scleranthus annuus,V,not in naturadb
Mecklenburg-Vorpommern,Scleranthus polycarpos,3,not in naturadb
Mecklenburg-Vorpommern,Scolochloa festucacea,1,not in naturadb
Mecklenburg-Vorpommern,Scopolia carniolica,1,not in naturadb
Mecklenburg-Vorpommern,Scutellaria hastifolia,2,not in naturadb
Mecklenburg-Vorpommern,Senecio erraticus,2,not in naturadb
Mecklenburg-Vorpommern,Sesamoides pygmaea,1,not in naturadb
Mecklenburg-Vorpommern,Setaria pumila,V,not in naturadb
Mecklenburg-Vorpommern,Sigesbeckia serrata,1,not in naturadb
Mecklenburg-Vorpommern,Silene chlorantha,0,not in naturadb
Mecklenburg-Vorpommern,Silene conica,3,not in naturadb
Mecklenburg-Vorpommern,Silene dichotoma,1,not in naturadb
Mecklenburg-Vorpommern,Silene viscosa,1,not in naturadb
Mecklenburg-Vorpommern,Sparganium natans,2,not in naturadb
Mecklenburg-Vorpommern,Spergula pentandra,1,not in naturadb
Mecklenburg-Vorpommern,Spergularia echinosperma,R,not in naturadb
Mecklenburg-Vorpommern,Spiranthes spiralis,0,not in naturadb
Mecklenburg-Vorpommern,Stachys annua,1,not in naturadb
Mecklenburg-Vorpommern,Stachys arvensis,1,not in naturadb
Mecklenburg-Vorpommern,Stellaria crassifolia,0,not in naturadb
Mecklenburg-Vorpommern,Stellaria palustris,3,not in naturadb
Mecklenburg-Vorpommern,Stipa borsysthenica ssp. borsysthenica,1,not in naturadb
Mecklenburg-Vorpommern,Suaeda maritima,3,not in naturadb
Mecklenburg-Vorpommern,Swertia perennis ssp. perennis,1,not in naturadb
Mecklenburg-Vorpommern,Symphytum asperum,R,not in naturadb
Mecklenburg-Vorpommern,Symphytum orientale,1,not in naturadb
Mecklenburg-Vorpommern,Taraxacum ancoriferum,1,not in naturadb
Mecklenburg-Vorpommern,Taraxacum balticum,3,not in naturadb
Mecklenburg-Vorpommern,Taraxacum bavaricum,1,not in naturadb
Mecklenburg-Vorpommern,Taraxacum brandenburgicum,1,not in naturadb
Mecklenburg-Vorpommern,Taraxacum dissimile,0,not in naturadb
Mecklenburg-Vorpommern,Taraxacum euryphyllum,1,not in naturadb
Mecklenburg-Vorpommern,Taraxacum geminidentatum,1,not in naturadb
Mecklenburg-Vorpommern,Taraxacum laetum,1,not in naturadb
Mecklenburg-Vorpommern,Taraxacum leptoglotte,1,not in naturadb
Mecklenburg-Vorpommern,Taraxacum litorale,1,not in naturadb
Mecklenburg-Vorpommern,Taraxacum maculigerum,1,not in naturadb
Mecklenburg-Vorpommern,Taraxacum madidum,1,not in naturadb
Mecklenburg-Vorpommern,Taraxacum nordstedtii,2,not in naturadb
Mecklenburg-Vorpommern,Taraxacum obliquum,0,not in naturadb
Mecklenburg-Vorpommern,Taraxacum paucilobum,1,not in naturadb
Mecklenburg-Vorpommern,Taraxacum platyglossum,2,not in naturadb
Mecklenburg-Vorpommern,Taraxacum rubrisquameum,1,not in naturadb
Mecklenburg-Vorpommern,Taraxacum subalpinum,2,not in naturadb
Mecklenburg-Vorpommern,Taraxacum subdolum,0,not in naturadb
Mecklenburg-Vorpommern,Taraxacum trilobifolium,1,not in naturadb
Mecklenburg-Vorpommern,Teesdalia nudicaulis,V,not in naturadb
Mecklenburg-Vorpommern,Thesium ebracteatum,0,not in naturadb
Mecklenburg-Vorpommern,Thesium linophyllon,1,not in naturadb
Mecklenburg-Vorpommern,Thlaspi perfoliatum,1,not in naturadb
Mecklenburg-Vorpommern,Trichophorum alpinum,1,not in naturadb
Mecklenburg-Vorpommern,Trifolium aureum,2,not in naturadb
Mecklenburg-Vorpommern,Trifolium fragiferum,V,not in naturadb
Mecklenburg-Vorpommern,Trifolium striatum,2,not in naturadb
Mecklenburg-Vorpommern,Triglochin palustre,3,not in naturadb
Mecklenburg-Vorpommern,Urtica kioviensis,R,not in naturadb
Mecklenburg-Vorpommern,Utricularia australis,1,not in naturadb
Mecklenburg-Vorpommern,Utricularia intermedia,2,not in naturadb
Mecklenburg-Vorpommern,Utricularia minor,2,not in naturadb
Mecklenburg-Vorpommern,Vaccinium oxycoccus,V,not in naturadb
Mecklenburg-Vorpommern,Valeriana pratensis,R,not in naturadb
Mecklenburg-Vorpommern,Valerianella dentata,2,not in naturadb
Mecklenburg-Vorpommern,Valerianella rimosa,0,not in naturadb
Mecklenburg-Vorpommern,Veronica agrestis,V,not in naturadb
Mecklenburg-Vorpommern,Veronica dillenii,2,not in naturadb
Mecklenburg-Vorpommern,Veronica hederifolia,V,not in naturadb
Mecklenburg-Vorpommern,Veronica opaca,1,not in naturadb
Mecklenburg-Vorpommern,Veronica polita,1,not in naturadb
Mecklenburg-Vorpommern,Veronica praecox,1,not in naturadb
Mecklenburg-Vorpommern,Veronica scutellata,3,not in naturadb
Mecklenburg-Vorpommern,Veronica triphyllos,V,not in naturadb
Mecklenburg-Vorpommern,Veronica verna,3,not in naturadb
Mecklenburg-Vorpommern,Vicia lathyroides,V,not in naturadb
Mecklenburg-Vorpommern,Viola epipsila,1,not in naturadb
Mecklenburg-Vorpommern,Viola mirabilis,1,not in naturadb
Mecklenburg-Vorpommern,Viola stagnina,1,not in naturadb
Mecklenburg-Vorpommern,Viscum laxum ssp. laxum,2,not in naturadb
Mecklenburg-Vorpommern,Xanthium strumarium,0,not in naturadb
Mecklenburg-Vorpommern,Zostera noltii,2,not in naturadb
Nordrhein-Westfalen,Adonis flammea,0,not in naturadb
Nordrhein-Westfalen,Agrostis canina,V,not in naturadb
Nordrhein-Westfalen,Aira caryophyllea,3,not in naturadb
Nordrhein-Westfalen,Aira praecox,3,not in naturadb
Nordrhein-Westfalen,Ajuga pyramidalis,2,not in naturadb
Nordrhein-Westfalen,Alchemilla baltica,G,not in naturadb
Nordrhein-Westfalen,Alchemilla cymatophylla,G,not in naturadb
Nordrhein-Westfalen,Alchemilla plicata,1,not in naturadb
Nordrhein-Westfalen,Alchemilla connivens,0,not in naturadb
Nordrhein-Westfalen,Alchemilla filicaulis,3,not in naturadb
Nordrhein-Westfalen,Alchemilla lunaria,2,not in naturadb
Nordrhein-Westfalen,Alchemilla micans,3,not in naturadb
Nordrhein-Westfalen,Alchemilla subcrenata,2,not in naturadb
Nordrhein-Westfalen,Alisma gramineum,3,not in naturadb
Nordrhein-Westfalen,Allium oleraceum,3,not in naturadb
Nordrhein-Westfalen,Allium scorodoprasum,2,not in naturadb
Nordrhein-Westfalen,Anagallis minima,2,not in naturadb
Nordrhein-Westfalen,Androsace maxima,0,not in naturadb
Nordrhein-Westfalen,Anthemis cotula,2,not in naturadb
Nordrhein-Westfalen,Anthoxanthum aristatum,3,not in naturadb
Nordrhein-Westfalen,Aphanes australis,3,not in naturadb
Nordrhein-Westfalen,Arabidopsis arenosa ssp. borbasii,R,not in naturadb
Nordrhein-Westfalen,Aristolochia clematitis,3,not in naturadb
Nordrhein-Westfalen,Asperula arvensis,0,not in naturadb
Nordrhein-Westfalen,Asplenium adiantum-nigrum,3,not in naturadb
Nordrhein-Westfalen,Asplenium ceterach,3,not in naturadb
Nordrhein-Westfalen,Asplenium septentrionale,2,not in naturadb
Nordrhein-Westfalen,Asplenium viride,1,not in naturadb
Nordrhein-Westfalen,Betonica officinalis,3,not in naturadb
Nordrhein-Westfalen,Bidens cernua,3,not in naturadb
Nordrhein-Westfalen,Bidens connata,G,not in naturadb
Nordrhein-Westfalen,Blysmus compressus,1,not in naturadb
Nordrhein-Westfalen,Bothriochloa ischoemum,0,not in naturadb
Nordrhein-Westfalen,Botrychium matricariifolium,0,not in naturadb
Nordrhein-Westfalen,Botrychium simplex,1,not in naturadb
Nordrhein-Westfalen,Bromus arvensis ssp. arvensis,2,not in naturadb
Nordrhein-Westfalen,Bromus commutatus ssp. commutatus,3,not in naturadb
Nordrhein-Westfalen,Buglossoides arvensis,2,not in naturadb
Nordrhein-Westfalen,Bunium bulbocastanum,3,not in naturadb
Nordrhein-Westfalen,Calamintha menthifolia,3,not in naturadb
Nordrhein-Westfalen,Calepina irregularis,2,not in naturadb
Nordrhein-Westfalen,Callitriche hamulata,3,not in naturadb
Nordrhein-Westfalen,Callitriche platycarpa,3,not in naturadb
Nordrhein-Westfalen,Callitriche stagnalis,3,not in naturadb
Nordrhein-Westfalen,Camelina alyssum,0,not in naturadb
Nordrhein-Westfalen,Cardamine dentata,G,not in naturadb
Nordrhein-Westfalen,Carex appropinquata,2,not in naturadb
Nordrhein-Westfalen,Carex aquatilis,0,not in naturadb
Nordrhein-Westfalen,Carex cespitosa,0,not in naturadb
Nordrhein-Westfalen,Carex demissa,V,not in naturadb
Nordrhein-Westfalen,Carex dioica,0,not in naturadb
Nordrhein-Westfalen,Carex echinata,3,not in naturadb
Nordrhein-Westfalen,Carex hartmaniorum,0,not in naturadb
Nordrhein-Westfalen,Carex pauciflora,0,not in naturadb
Nordrhein-Westfalen,Carex pseudobrizoides,2,not in naturadb
Nordrhein-Westfalen,Carex strigosa,3,not in naturadb
Nordrhein-Westfalen,Carex vesicaria,3,not in naturadb
Nordrhein-Westfalen,Carum verticillatum,0,not in naturadb
Nordrhein-Westfalen,Catabrosa aquatica,2,not in naturadb
Nordrhein-Westfalen,Centaurium pulchellum,3,not in naturadb
Nordrhein-Westfalen,Cephalanthera longifolia,2,not in naturadb
Nordrhein-Westfalen,Cephalanthera rubra,3,not in naturadb
Nordrhein-Westfalen,Cerastium brachypetalum,3,not in naturadb
Nordrhein-Westfalen,Cerastium pumilum,3,not in naturadb
Nordrhein-Westfalen,Chenopodium murale,0,not in naturadb
Nordrhein-Westfalen,Chenopodium opulifolium,0,not in naturadb
Nordrhein-Westfalen,Chenopodium urbicum,0,not in naturadb
Nordrhein-Westfalen,Chenopodium vulvaria,1,not in naturadb
Nordrhein-Westfalen,Circaea alpina,3,not in naturadb
Nordrhein-Westfalen,Cirsium dissectum,0,not in naturadb
Nordrhein-Westfalen,Cochlearia pyrenaica,R,not in naturadb
Nordrhein-Westfalen,Coeloglossum viride,2,not in naturadb
Nordrhein-Westfalen,Conringia orientalis,1,not in naturadb
Nordrhein-Westfalen,Corallorhiza trifida,1,not in naturadb
Nordrhein-Westfalen,Corrigiola litoralis,3,not in naturadb
Nordrhein-Westfalen,Crassula aquatica,0,not in naturadb
Nordrhein-Westfalen,Crassula tillaea,0,not in naturadb
Nordrhein-Westfalen,Crepis foetida,2,not in naturadb
Nordrhein-Westfalen,Crepis praemorsa,2,not in naturadb
Nordrhein-Westfalen,Cryptogramma crispa,1,not in naturadb
Nordrhein-Westfalen,Cuscuta epilinum,0,not in naturadb
Nordrhein-Westfalen,Cuscuta epithymum,2,not in naturadb
Nordrhein-Westfalen,Cyperus flavescens,0,not in naturadb
Nordrhein-Westfalen,Cypripedium calceolus,2,not in naturadb
Nordrhein-Westfalen,Dactylorhiza ochroleuca,0,not in naturadb
Nordrhein-Westfalen,Dactylorhiza sphagnicola,2,not in naturadb
Nordrhein-Westfalen,Diphasiastrum alpinum,0,not in naturadb
Nordrhein-Westfalen,Diphasiastrum complanatum,1,not in naturadb
Nordrhein-Westfalen,Diphasiastrum issleri,0,not in naturadb
Nordrhein-Westfalen,Diphasiastrum zeilleri,0,not in naturadb
Nordrhein-Westfalen,Diplotaxis muralis,2,not in naturadb
Nordrhein-Westfalen,Draba nemorosa,2,not in naturadb
Nordrhein-Westfalen,Drosera anglica,0,not in naturadb
Nordrhein-Westfalen,Dryopteris expansa,R,not in naturadb
Nordrhein-Westfalen,Dryopteris oreades,1,not in naturadb
Nordrhein-Westfalen,Elatine alsinastrum,0,not in naturadb
Nordrhein-Westfalen,Elatine hydropiper,2,not in naturadb
Nordrhein-Westfalen,Elatine triandra,2,not in naturadb
Nordrhein-Westfalen,Eleocharis ovata,2,not in naturadb
Nordrhein-Westfalen,Eleocharis mamillata ssp. austriaca,2,not in naturadb
Nordrhein-Westfalen,Eleocharis mamillata ssp. mamillata,2,not in naturadb
Nordrhein-Westfalen,Eleocharis uniglumis,2,not in naturadb
Nordrhein-Westfalen,Elymus campestris,3,not in naturadb
Nordrhein-Westfalen,Epipactis atrorubens,3,not in naturadb
