Bundesland,Wissenschaftlicher Name,Gefährdung
Sachsen-Anhalt,Gymnadenia densiflora,2
Sachsen-Anhalt,Gymnadenia odoratissima,0
Sachsen-Anhalt,Gymnocarpium robertianum,3
Sachsen-Anhalt,Gypsophila fastigiata,3
Sachsen-Anhalt,Gypsophila muralis,2
Sachsen-Anhalt,Helianthemum apenninum,V
Sachsen-Anhalt,Helianthemum canum,3
Sachsen-Anhalt,Helianthemum nummularium,V
Sachsen-Anhalt,Helianthemum nummularium ssp. obscurum,V
Sachsen-Anhalt,Helichrysum luteoalbum,1
Sachsen-Anhalt,Helictotrichon pratense,V
Sachsen-Anhalt,Helosciadium inundatum,1
Sachsen-Anhalt,Helosciadium repens,1
Sachsen-Anhalt,Hepatica nobilis,V
Sachsen-Anhalt,Herminium monorchis,0
Sachsen-Anhalt,Hieracium alpinum,R
Sachsen-Anhalt,Hieracium auriculoides,R
Sachsen-Anhalt,Hieracium bifidum,3
Sachsen-Anhalt,Hieracium bifurcum,0
Sachsen-Anhalt,Hieracium caesium,3
Sachsen-Anhalt,Hieracium caespitosum,3
Sachsen-Anhalt,Hieracium cinereiforme,1
Sachsen-Anhalt,Hieracium cymiflorum,R
Sachsen-Anhalt,Hieracium cymosum,2
Sachsen-Anhalt,Hieracium echioides,0
Sachsen-Anhalt,Hieracium fallacinum,R
Sachsen-Anhalt,Hieracium flagellare,0
Sachsen-Anhalt,Hieracium hypochoeroides,3
Sachsen-Anhalt,Hieracium kalksburgense,1
Sachsen-Anhalt,Hieracium lactucella,3
Sachsen-Anhalt,Hieracium leptophyton,R
Sachsen-Anhalt,Hieracium levicaule,3
Sachsen-Anhalt,Hieracium longisquamum,R
Sachsen-Anhalt,Hieracium nigrescens,R
Sachsen-Anhalt,Hieracium norvegicum,0
Sachsen-Anhalt,Hieracium onosmoides,3
Sachsen-Anhalt,Hieracium peleterianum,1
Sachsen-Anhalt,Hieracium pilosellinum,R
Sachsen-Anhalt,Hieracium rothianum,2
Sachsen-Anhalt,Hieracium saxifragum,3
Sachsen-Anhalt,Hieracium schmidtii,3
Sachsen-Anhalt,Hieracium zizianum,3
Sachsen-Anhalt,Hierochloe hirta ssp. arctica,0
Sachsen-Anhalt,Hierochloe odorata,1
Sachsen-Anhalt,Hippocrepis comosa,V
Sachsen-Anhalt,Hippuris vulgaris,3
Sachsen-Anhalt,Hordeum secalinum,2
Sachsen-Anhalt,Hornungia petraea,3
Sachsen-Anhalt,Hottonia palustris,3
Sachsen-Anhalt,Huperzia selago,3
Sachsen-Anhalt,Hydrocotyle vulgaris,3
Sachsen-Anhalt,Hylotelephium telephium,3
Sachsen-Anhalt,Hyoscyamus niger,V
Sachsen-Anhalt,Hypericum elegans,1
Sachsen-Anhalt,Hypericum humifusum,3
Sachsen-Anhalt,Hypericum montanum,3
Sachsen-Anhalt,Hypericum pulchrum,2
Sachsen-Anhalt,Hypochaeris glabra,1
Sachsen-Anhalt,Hypochaeris maculata,2
Sachsen-Anhalt,Hypopitys hypophegea,3
Sachsen-Anhalt,Hypopitys monotropa,3
Sachsen-Anhalt,Illecebrum verticillatum,1
Sachsen-Anhalt,Inula germanica,V
Sachsen-Anhalt,Inula hirta,3
Sachsen-Anhalt,Inula salicina,V
Sachsen-Anhalt,Iris aphylla,2
Sachsen-Anhalt,Iris sibirica,2
Sachsen-Anhalt,Isatis tinctoria,2
Sachsen-Anhalt,Isolepis fluitans,1
Sachsen-Anhalt,Isolepis setacea,2
Sachsen-Anhalt,Juncus acutiflorus,V
Sachsen-Anhalt,Juncus alpinoarticulatus ssp. alpinoarticulatus,1
Sachsen-Anhalt,Juncus atratus,1
Sachsen-Anhalt,Juncus bulbosus,V
Sachsen-Anhalt,Juncus capitatus,1
Sachsen-Anhalt,Juncus filiformis,2
Sachsen-Anhalt,Juncus gerardii ssp. gerardii,3
Sachsen-Anhalt,Juncus sphaerocarpus,1
Sachsen-Anhalt,Juncus squarrosus,3
Sachsen-Anhalt,Juncus subnodulosus,3
Sachsen-Anhalt,Juncus tenageia,1
Sachsen-Anhalt,Juniperus communis,3
Sachsen-Anhalt,Jurinea cyanoides,2
Sachsen-Anhalt,Kickxia elatine,3
Sachsen-Anhalt,Kickxia spuria,2
Sachsen-Anhalt,Koeleria glauca,2
Sachsen-Anhalt,Lactuca perennis,1
Sachsen-Anhalt,Lactuca quercina,2
Sachsen-Anhalt,Lactuca saligna,0
Sachsen-Anhalt,Lactuca virosa,3
Sachsen-Anhalt,Lappula deflexa,R
Sachsen-Anhalt,Lappula squarrosa,3
Sachsen-Anhalt,Laserpitium latifolium,3
Sachsen-Anhalt,Laserpitium prutenicum,1
Sachsen-Anhalt,Lathyrus aphaca,2
Sachsen-Anhalt,Lathyrus heterophyllus,1
Sachsen-Anhalt,Lathyrus palustris,2
Sachsen-Anhalt,Leersia oryzoides,3
Sachsen-Anhalt,Legousia hybrida,1
Sachsen-Anhalt,Legousia speculum-veneris,1
Sachsen-Anhalt,Leontodon hispidus,V
Sachsen-Anhalt,Leontodon saxatilis,2
Sachsen-Anhalt,Leonurus cardiaca,2
Sachsen-Anhalt,Lepidium coronopus,3
Sachsen-Anhalt,Limosella aquatica,3
Sachsen-Anhalt,Linaria arvensis,0
Sachsen-Anhalt,Lindernia procumbens,1
Sachsen-Anhalt,Linnaea borealis,0
Sachsen-Anhalt,Linum catharticum,V
Sachsen-Anhalt,Linum leonii,R
Sachsen-Anhalt,Linum tenuifolium,0
Sachsen-Anhalt,Liparis loeselii,1
Sachsen-Anhalt,Listera cordata,2
Sachsen-Anhalt,Lithospermum officinale,2
Sachsen-Anhalt,Littorella uniflora,1
Sachsen-Anhalt,Lolium remotum,0
Sachsen-Anhalt,Lolium temulentum,0
Sachsen-Anhalt,Lotus maritimus,3
Sachsen-Anhalt,Ludwigia palustris,1
Sachsen-Anhalt,Lunaria rediviva,3
Sachsen-Anhalt,Luronium natans,0
Sachsen-Anhalt,Luzula pallescens,2
Sachsen-Anhalt,Luzula sudetica,R
Sachsen-Anhalt,Lychnis flos-cuculi,3
Sachsen-Anhalt,Lycopodiella inundata,1
Sachsen-Anhalt,Lycopodium annotinum,2
Sachsen-Anhalt,Lycopodium clavatum,2
Sachsen-Anhalt,Lycopus exaltatus,0
Sachsen-Anhalt,Lysimachia thyrsiflora,3
Sachsen-Anhalt,Lythrum hyssopifolia,3
Sachsen-Anhalt,Malva alcea,3
Sachsen-Anhalt,Malva pusilla,2
Sachsen-Anhalt,Malva thuringiaca,3
Sachsen-Anhalt,Marrubium peregrinum,1
Sachsen-Anhalt,Marrubium vulgare,1
Sachsen-Anhalt,Medicago minima,3
Sachsen-Anhalt,Melampyrum arvense,2
Sachsen-Anhalt,Melampyrum cristatum,2
Sachsen-Anhalt,Melampyrum nemorosum,3
Sachsen-Anhalt,Melica transsilvanica,V
Sachsen-Anhalt,Melilotus altissimus,2
Sachsen-Anhalt,Melilotus dentatus,3
Sachsen-Anhalt,Melittis melissophyllum,2
Sachsen-Anhalt,Mentha arvensis,V
Sachsen-Anhalt,Mentha longifolia,3
Sachsen-Anhalt,Mentha pulegium,2
Sachsen-Anhalt,Mentha suaveolens ssp. suaveolens,V
Sachsen-Anhalt,Menyanthes trifoliata,2
Sachsen-Anhalt,Mespilus germanica,3
Sachsen-Anhalt,Minuartia caespitosa,3
Sachsen-Anhalt,Minuartia hybrida ssp. tenuifolia,0
Sachsen-Anhalt,Minuartia viscosa,1
Sachsen-Anhalt,Misopates orontium,2
Sachsen-Anhalt,Moenchia erecta,0
Sachsen-Anhalt,Moneses uniflora,1
Sachsen-Anhalt,Montia arvensis,1
Sachsen-Anhalt,Montia fontana,1
Sachsen-Anhalt,Montia fontana ssp. amporitana,1
Sachsen-Anhalt,Muscari botryoides,0
Sachsen-Anhalt,Muscari comosum,1
Sachsen-Anhalt,Muscari tenuiflorum,3
Sachsen-Anhalt,Myosotis discolor,3
Sachsen-Anhalt,Myosurus minimus,3
Sachsen-Anhalt,Myrica gale,2
Sachsen-Anhalt,Myriophyllum alterniflorum,R
Sachsen-Anhalt,Najas marina ssp. intermedia,1
Sachsen-Anhalt,Nardus stricta,V
Sachsen-Anhalt,Narthecium ossifragum,0
Sachsen-Anhalt,Neottia nidus-avis,3
Sachsen-Anhalt,Nepeta cataria,3
Sachsen-Anhalt,Nepeta nuda,1
Sachsen-Anhalt,Neslia paniculata,2
Sachsen-Anhalt,Nigella arvensis,1
Sachsen-Anhalt,Noccaea caerulescens,3
Sachsen-Anhalt,Noccaea montana,3
Sachsen-Anhalt,Nonea erecta,V
Sachsen-Anhalt,Odontites luteus,2
Sachsen-Anhalt,Odontites vernus,3
Sachsen-Anhalt,Oenanthe fistulosa,2
Sachsen-Anhalt,Omphalodes scorpioides,2
Sachsen-Anhalt,Onobrychis arenaria,2
Sachsen-Anhalt,Ononis repens ssp. procurrens,3
Sachsen-Anhalt,Ophioglossum vulgatum,2
Sachsen-Anhalt,Ophrys insectifera,3
Sachsen-Anhalt,Orchis anthropophora,1
Sachsen-Anhalt,Orchis coriophora,0
Sachsen-Anhalt,Orchis mascula,3
Sachsen-Anhalt,Orchis militaris,3
Sachsen-Anhalt,Orchis morio,2
Sachsen-Anhalt,Orchis pallens,3
Sachsen-Anhalt,Orchis palustris,1
Sachsen-Anhalt,Orchis purpurea,3
Sachsen-Anhalt,Orchis pyramidalis,1
Sachsen-Anhalt,Orchis tridentata,2
Sachsen-Anhalt,Orchis ustulata,1
Sachsen-Anhalt,Orlaya grandiflora,0
Sachsen-Anhalt,Ornithopus perpusillus,V
Sachsen-Anhalt,Orobanche alba,1
Sachsen-Anhalt,Orobanche alsatica,R
Sachsen-Anhalt,Orobanche arenaria,1
Sachsen-Anhalt,Orobanche artemisiae-campestris,1
Sachsen-Anhalt,Orobanche bohemica,R
Sachsen-Anhalt,Orobanche caryophyllacea,2
Sachsen-Anhalt,Orobanche elatior,1
Sachsen-Anhalt,Orobanche lutea,3
Sachsen-Anhalt,Orobanche picridis,0
Sachsen-Anhalt,Orobanche purpurea,1
Sachsen-Anhalt,Orobanche ramosa,0
Sachsen-Anhalt,Orobanche reticulata,3
Sachsen-Anhalt,Orthilia secunda,3
Sachsen-Anhalt,Osmunda regalis,2
Sachsen-Anhalt,Oxytropis pilosa,2
Sachsen-Anhalt,Papaver hybridum,1
Sachsen-Anhalt,Parnassia palustris,1
Sachsen-Anhalt,Pedicularis palustris,1
Sachsen-Anhalt,Pedicularis sylvatica,2
Sachsen-Anhalt,Peplis portula,3
Sachsen-Anhalt,Persicaria mitis,3
Sachsen-Anhalt,Petasites spurius,3
Sachsen-Anhalt,Peucedanum cervaria,3
Sachsen-Anhalt,Peucedanum officinale,2
Sachsen-Anhalt,Peucedanum oreoselinum,3
Sachsen-Anhalt,Peucedanum palustre,V
Sachsen-Anhalt,Phegopteris connectilis,3
Sachsen-Anhalt,Phleum paniculatum,0
Sachsen-Anhalt,Phleum phleoides,3
Sachsen-Anhalt,Physalis alkekengi,3
Sachsen-Anhalt,Phyteuma adulterinum,0
Sachsen-Anhalt,Phyteuma nigrum,3
Sachsen-Anhalt,Phyteuma orbiculare,2
Sachsen-Anhalt,Pilularia globulifera,1
Sachsen-Anhalt,Pimpinella major,V
Sachsen-Anhalt,Pimpinella nigra,3
Sachsen-Anhalt,Pinguicula vulgaris,1
Sachsen-Anhalt,Plantago arenaria,3
Sachsen-Anhalt,Plantago major ssp. winteri,V
Sachsen-Anhalt,Plantago maritima,2
Sachsen-Anhalt,Platanthera chlorantha,3
Sachsen-Anhalt,Platanthera fornicata,3
Sachsen-Anhalt,Poa badensis,3
Sachsen-Anhalt,Poa bulbosa,V
Sachsen-Anhalt,Poa remota,2
Sachsen-Anhalt,Polemonium caeruleum,1
Sachsen-Anhalt,Polycnemum arvense,0
Sachsen-Anhalt,Polycnemum majus,0
Sachsen-Anhalt,Polygala amarella,2
Sachsen-Anhalt,Polygala comosa,3
Sachsen-Anhalt,Polygala serpyllifolia,1
Sachsen-Anhalt,Polygonatum odoratum,3
Sachsen-Anhalt,Polystichum aculeatum,3
Sachsen-Anhalt,Polystichum lonchitis,2
Sachsen-Anhalt,Populus nigra,2
Sachsen-Anhalt,Potamogeton acutifolius,3
Sachsen-Anhalt,Potamogeton alpinus,3
Sachsen-Anhalt,Potamogeton angustifolius,1
Sachsen-Anhalt,Potamogeton coloratus,0
Sachsen-Anhalt,Potamogeton compressus,1
Sachsen-Anhalt,Potamogeton friesii,2
Sachsen-Anhalt,Potamogeton gramineus,1
Sachsen-Anhalt,Potamogeton lucens,3
Sachsen-Anhalt,Potamogeton nitens,0
Sachsen-Anhalt,Potamogeton nodosus,2
Sachsen-Anhalt,Potamogeton obtusifolius,3
Sachsen-Anhalt,Potamogeton polygonifolius,2
Sachsen-Anhalt,Potamogeton praelongus,R
Sachsen-Anhalt,Potamogeton pusillus,3
Sachsen-Anhalt,Potamogeton rutilus,0
Sachsen-Anhalt,Potamogeton trichoides,3
Sachsen-Anhalt,Potentilla alba,3
Sachsen-Anhalt,Potentilla anglica ssp. anglica,V
Sachsen-Anhalt,Potentilla norvegica,3
Sachsen-Anhalt,Potentilla supina,3
Sachsen-Anhalt,Prenanthes purpurea,3
Sachsen-Anhalt,Prunella grandiflora,3
Sachsen-Anhalt,Prunella laciniata,1
Sachsen-Anhalt,Prunus fruticosa,2
Sachsen-Anhalt,Prunus padus ssp. petraea,R
Sachsen-Anhalt,Pseudorchis albida,0
Sachsen-Anhalt,Puccinellia limosa,2
Sachsen-Anhalt,Pulicaria vulgaris,3
Sachsen-Anhalt,Pulmonaria angustifolia,1
Sachsen-Anhalt,Pulsatilla alpina ssp. alba,1
Sachsen-Anhalt,Pulsatilla pratensis ssp. nigricans,2
Sachsen-Anhalt,Pulsatilla vernalis,0
Sachsen-Anhalt,Pulsatilla vulgaris,2
Sachsen-Anhalt,Pyrola chlorantha,1
Sachsen-Anhalt,Pyrola media,1
Sachsen-Anhalt,Pyrola minor,2
Sachsen-Anhalt,Pyrola rotundifolia,2
Sachsen-Anhalt,Radiola linoides,1
Sachsen-Anhalt,Ranunculus arvensis,2
Sachsen-Anhalt,Ranunculus circinatus,3
Sachsen-Anhalt,Ranunculus fluitans,3
Sachsen-Anhalt,Ranunculus hederaceus,1
Sachsen-Anhalt,Ranunculus illyricus,2
Sachsen-Anhalt,Ranunculus lingua,2
Sachsen-Anhalt,Ranunculus peltatus ssp. baudotii,0
Sachsen-Anhalt,Ranunculus penicillatus,3
Sachsen-Anhalt,Ranunculus platanifolius,3
Sachsen-Anhalt,Ranunculus polyanthemos,3
Sachsen-Anhalt,Ranunculus polyanthemos ssp. nemorosus,3
Sachsen-Anhalt,Ranunculus polyanthemos ssp. polyanthemoides,R
Sachsen-Anhalt,Ranunculus polyanthemos ssp. polyanthemophyllus,R
Sachsen-Anhalt,Ranunculus sardous,2
Sachsen-Anhalt,Rapistrum perenne,3
Sachsen-Anhalt,Rhinanthus alectorolophus,3
Sachsen-Anhalt,Rhinanthus glacialis,1
Sachsen-Anhalt,Rhinanthus minor,3
Sachsen-Anhalt,Rhinanthus serotinus,3
Sachsen-Anhalt,Rhododendron tomentosum,2
Sachsen-Anhalt,Rhynchospora alba,1
Sachsen-Anhalt,Rhynchospora fusca,0
Sachsen-Anhalt,Rosa agrestis sa,3
Sachsen-Anhalt,Rosa arvensis,R
Sachsen-Anhalt,Rosa balsamica,3
Sachsen-Anhalt,Rosa gallica,2
Sachsen-Anhalt,Rosa marginata,2
Sachsen-Anhalt,Rosa micrantha,3
Sachsen-Anhalt,Rosa pseudoscabriuscula,3
Sachsen-Anhalt,Rosa tomentosa,3
Sachsen-Anhalt,Rubus affinis,2
Sachsen-Anhalt,Rubus arrhenii,2
Sachsen-Anhalt,Rubus atrichantherus,2
Sachsen-Anhalt,Rubus bertramii,1
Sachsen-Anhalt,Rubus canescens,1
Sachsen-Anhalt,Rubus chloocladus,2
Sachsen-Anhalt,Rubus chlorothyrsos,1
Sachsen-Anhalt,Rubus condensatus,G
Sachsen-Anhalt,Rubus constrictus,G
Sachsen-Anhalt,Rubus dethardingii,1
Sachsen-Anhalt,Rubus elegantispinosus,1
Sachsen-Anhalt,Rubus ferocior,G
Sachsen-Anhalt,Rubus fioniae,2
Sachsen-Anhalt,Rubus goniophorus,2
Sachsen-Anhalt,Rubus hallandicus,1
Sachsen-Anhalt,Rubus integribasis,G
Sachsen-Anhalt,Rubus josefianus,2
Sachsen-Anhalt,Rubus lividus,G
Sachsen-Anhalt,Rubus macrothyrsus,2
Sachsen-Anhalt,Rubus meierottii,1
Sachsen-Anhalt,Rubus saxatilis,3
Sachsen-Anhalt,Rubus sorbicus,G
Sachsen-Anhalt,Rubus wahlbergii,2
Sachsen-Anhalt,Rubus xiphophorus,1
Sachsen-Anhalt,Rumex arifolius,R
Sachsen-Anhalt,Ruppia maritima,0
Sachsen-Anhalt,Sagina maritima,0
Sachsen-Anhalt,Sagina nodosa,1
Sachsen-Anhalt,Salicornia europaea ssp. brachystachya,3
Sachsen-Anhalt,Salix aurita,V
Sachsen-Anhalt,Salix bicolor,0
Sachsen-Anhalt,Salix fragilis,1
Sachsen-Anhalt,Salix pentandra,3
Sachsen-Anhalt,Salvia nemorosa,3
Sachsen-Anhalt,Samolus valerandi,3
Sachsen-Anhalt,Sanguisorba officinalis,3
Sachsen-Anhalt,Saxifraga hirculus,0
Sachsen-Anhalt,Saxifraga rosacea,3
Sachsen-Anhalt,Scabiosa canescens,3
Sachsen-Anhalt,Scabiosa columbaria,3
Sachsen-Anhalt,Scandix pecten-veneris,1
Sachsen-Anhalt,Scheuchzeria palustris,0
Sachsen-Anhalt,Schoenoplectus supinus,0
Sachsen-Anhalt,Schoenus ferrugineus,0
Sachsen-Anhalt,Schoenus nigricans,R
Sachsen-Anhalt,Scilla bifolia,2
Sachsen-Anhalt,Scilla vindobonensis,R
Sachsen-Anhalt,Scirpoides holoschoenus ssp. australis,1
Sachsen-Anhalt,Scirpus radicans,3
Sachsen-Anhalt,Scleranthus perennis,3
Sachsen-Anhalt,Scleranthus verticillatus,1
Sachsen-Anhalt,Sclerochloa dura,2
Sachsen-Anhalt,Scolochloa festucacea,3
Sachsen-Anhalt,Scorzonera hispanica,3
Sachsen-Anhalt,Scorzonera humilis,1
Sachsen-Anhalt,Scorzonera laciniata,2
Sachsen-Anhalt,Scorzonera parviflora,1
Sachsen-Anhalt,Scorzonera purpurea,1
Sachsen-Anhalt,Scrophularia umbrosa,V
Sachsen-Anhalt,Scutellaria hastifolia,3
Sachsen-Anhalt,Scutellaria minor,1
Sachsen-Anhalt,Sedum villosum,0
Sachsen-Anhalt,Selaginella selaginoides,0
Sachsen-Anhalt,Selinum carvifolia,3
Sachsen-Anhalt,Selinum dubium,V
Sachsen-Anhalt,Senecio aquaticus,3
Sachsen-Anhalt,Senecio erraticus,1
Sachsen-Anhalt,Senecio erucifolius,3
Sachsen-Anhalt,Senecio erucifolius ssp. tenuifolius,3
Sachsen-Anhalt,Senecio germanicus,1
Sachsen-Anhalt,Senecio paludosus ssp. angustifolius,2
Sachsen-Anhalt,Senecio sarracenicus,2
Sachsen-Anhalt,Serratula tinctoria,3
Sachsen-Anhalt,Seseli annuum,2
Sachsen-Anhalt,Seseli hippomarathrum,3
Sachsen-Anhalt,Seseli libanotis,2
Sachsen-Anhalt,Setaria verticillata,3
Sachsen-Anhalt,Setaria verticilliformis,3
Sachsen-Anhalt,Sherardia arvensis,3
Sachsen-Anhalt,Silaum silaus,V
Sachsen-Anhalt,Silene baccifera,3
Sachsen-Anhalt,Silene noctiflora,3
Sachsen-Anhalt,Silene nutans,V
Sachsen-Anhalt,Silene otites,2
Sachsen-Anhalt,Sisymbrium austriacum,2
Sachsen-Anhalt,Sisymbrium strictissimum,0
Sachsen-Anhalt,Sorbus domestica,3
Sachsen-Anhalt,Sparganium natans,2
Sachsen-Anhalt,Spergula arvensis,V
Sachsen-Anhalt,Spergula pentandra,2
Sachsen-Anhalt,Spergularia echinosperma,R
Sachsen-Anhalt,Spergularia marina,3
Sachsen-Anhalt,Spiranthes spiralis,2
Sachsen-Anhalt,Stachys annua,1
Sachsen-Anhalt,Stachys arvensis,2
Sachsen-Anhalt,Stachys germanica,3
Sachsen-Anhalt,Stachys palustris,V
Sachsen-Anhalt,Stachys recta,V
Sachsen-Anhalt,Stellaria glochidosperma,2
Sachsen-Anhalt,Stipa borysthenica,0
Sachsen-Anhalt,Stipa capillata,V
Sachsen-Anhalt,Stipa dasyphylla,0
Sachsen-Anhalt,Stipa pennata,3
Sachsen-Anhalt,Stipa pulcherrima,2
Sachsen-Anhalt,Stipa tirsa,2
Sachsen-Anhalt,Stratiotes aloides,3
Sachsen-Anhalt,Suaeda maritima,3
Sachsen-Anhalt,Succisa pratensis,3
Sachsen-Anhalt,Symphytum bohemicum,3
Sachsen-Anhalt,Taraxacum balticum,0
Sachsen-Anhalt,Taraxacum bavaricum,0
Sachsen-Anhalt,Taraxacum brandenburgicum,0
Sachsen-Anhalt,Taraxacum frisicum,0
Sachsen-Anhalt,Taraxacum hollandicum,0
Sachsen-Anhalt,Taraxacum nordstedtii,1
Sachsen-Anhalt,Taraxacum palustre,0
Sachsen-Anhalt,Taraxacum paucilobum,0
Sachsen-Anhalt,Taraxacum subalpinum,3
Sachsen-Anhalt,Taraxacum trilobifolium,0
Sachsen-Anhalt,Tephroseris helenitis,0
Sachsen-Anhalt,Tephroseris integrifolia,1
Sachsen-Anhalt,Tephroseris palustris,1
Sachsen-Anhalt,Teucrium botrys,3
Sachsen-Anhalt,Teucrium scordium,2
Sachsen-Anhalt,Thalictrum aquilegiifolium,3
Sachsen-Anhalt,Thalictrum lucidum,2
Sachsen-Anhalt,Thalictrum minus,3
Sachsen-Anhalt,Thalictrum minus ssp. saxatile,0
Sachsen-Anhalt,Thalictrum simplex ssp. tenuifolium,2
Sachsen-Anhalt,Thelypteris limbosperma,3
Sachsen-Anhalt,Thelypteris palustris,3
Sachsen-Anhalt,Thesium alpinum,1
Sachsen-Anhalt,Thesium bavarum,3
Sachsen-Anhalt,Thesium ebracteatum,0
Sachsen-Anhalt,Thesium linophyllon,3
Sachsen-Anhalt,Thesium pyrenaicum,3
Sachsen-Anhalt,Thymus pulegioides,V
Sachsen-Anhalt,Tofieldia calyculata,0
Sachsen-Anhalt,Tordylium maximum,1
Sachsen-Anhalt,Torilis arvensis ssp. recta,3
Sachsen-Anhalt,Trapa natans,3
Sachsen-Anhalt,Trichophorum alpinum,0
Sachsen-Anhalt,Trichophorum cespitosum,1
Sachsen-Anhalt,Trichophorum germanicum,2
Sachsen-Anhalt,Trifolium alpestre,V
Sachsen-Anhalt,Trifolium aureum,3
Sachsen-Anhalt,Trifolium fragiferum,3
Sachsen-Anhalt,Trifolium montanum,3
Sachsen-Anhalt,Trifolium ochroleucon,0
Sachsen-Anhalt,Trifolium retusum,1
Sachsen-Anhalt,Trifolium rubens,2
Sachsen-Anhalt,Trifolium spadiceum,2
Sachsen-Anhalt,Trifolium striatum,3
Sachsen-Anhalt,Triglochin maritima,2
Sachsen-Anhalt,Triglochin palustris,2
Sachsen-Anhalt,Tripolium pannonicum ssp. tripolium,3
Sachsen-Anhalt,Trollius europaeus,2
Sachsen-Anhalt,Tuberaria guttata,0
Sachsen-Anhalt,Urtica urens,V
Sachsen-Anhalt,Utricularia australis,V
Sachsen-Anhalt,Utricularia intermedia,1
Sachsen-Anhalt,Utricularia minor,2
Sachsen-Anhalt,Utricularia ochroleuca,1
Sachsen-Anhalt,Utricularia vulgaris,3
Sachsen-Anhalt,Vaccinium oxycoccos,2
Sachsen-Anhalt,Vaccinium uliginosum,2
Sachsen-Anhalt,Valeriana dioica,3
Sachsen-Anhalt,Valeriana excelsa,3
Sachsen-Anhalt,Valeriana officinalis,V
Sachsen-Anhalt,Valeriana pratensis ssp. angustifolia,3
Sachsen-Anhalt,Valerianella carinata,3
Sachsen-Anhalt,Valerianella dentata,3
Sachsen-Anhalt,Valerianella rimosa,1
Sachsen-Anhalt,Ventenata dubia,0
Sachsen-Anhalt,Verbascum blattaria,3
Sachsen-Anhalt,Verbascum phlomoides,V
Sachsen-Anhalt,Verbascum phoeniceum,2
Sachsen-Anhalt,Verbena officinalis,3
Sachsen-Anhalt,Veronica agrestis,2
Sachsen-Anhalt,Veronica anagalloides,2
Sachsen-Anhalt,Veronica austriaca,1
Sachsen-Anhalt,Veronica dillenii,2
Sachsen-Anhalt,Veronica polita,V
Sachsen-Anhalt,Veronica praecox,3
Sachsen-Anhalt,Veronica prostrata,3
Sachsen-Anhalt,Veronica scutellata,V
Sachsen-Anhalt,Veronica spicata,3
Sachsen-Anhalt,Veronica spuria,0
Sachsen-Anhalt,Veronica teucrium,3
Sachsen-Anhalt,Veronica triloba,0
Sachsen-Anhalt,Veronica triphyllos,V
Sachsen-Anhalt,Veronica verna,3
Sachsen-Anhalt,Vicia cassubica,3
Sachsen-Anhalt,Vicia dumetorum,3
Sachsen-Anhalt,Vicia lathyroides,V
Sachsen-Anhalt,Vicia pisiformis,3
Sachsen-Anhalt,Viola canina,V
Sachsen-Anhalt,Viola collina,1
Sachsen-Anhalt,Viola elatior,1
Sachsen-Anhalt,Viola palustris,3
Sachsen-Anhalt,Viola pumila,2
Sachsen-Anhalt,Viola rupestris,3
Sachsen-Anhalt,Viola stagnina,3
Sachsen-Anhalt,Viscaria vulgaris,3
Sachsen-Anhalt,Vulpia bromoides,3
Sachsen-Anhalt,Woodsia ilvensis,R
Sachsen-Anhalt,Zannichellia palustris,3
Sachsen-Anhalt,Zannichellia palustris ssp. pedicellata,3
Schleswig-Holstein,Achillea collina,1
Schleswig-Holstein,Achillea ptarmica,3
Schleswig-Holstein,Acinos arvensis,2
Schleswig-Holstein,Actaea spicata,1
Schleswig-Holstein,Aethusa cynapium,V
Schleswig-Holstein,Aethusa cynapium ssp. cynapium,V
Schleswig-Holstein,Agrimonia eupatoria,3
Schleswig-Holstein,Agrimonia procera,3
Schleswig-Holstein,Agrostemma githago,0
Schleswig-Holstein,Agrostis canina,3
Schleswig-Holstein,Agrostis canina,3
Schleswig-Holstein,Agrostis vinealis,2
Schleswig-Holstein,Aira caryophyllea,3
Schleswig-Holstein,Aira praecox,3
Schleswig-Holstein,Ajuga genevensis,2
Schleswig-Holstein,Ajuga pyramidalis,0
Schleswig-Holstein,Alchemilla glaucescens,G
Schleswig-Holstein,Alchemilla vulgaris,3
Schleswig-Holstein,Alchemilla filicaulis,1
Schleswig-Holstein,Alchemilla glabra,3
Schleswig-Holstein,Alchemilla micans,3
Schleswig-Holstein,Alchemilla monticola,2
Schleswig-Holstein,Alchemilla subcrenata,G
Schleswig-Holstein,Alchemilla vulgaris,3
Schleswig-Holstein,Alchemilla xanthochlora,2
Schleswig-Holstein,Alisma plantago-aquatica,V
Schleswig-Holstein,Alisma gramineum,2
Schleswig-Holstein,Alisma lanceolatum,1
Schleswig-Holstein,Alisma plantago-aquatica,V
Schleswig-Holstein,Allium carinatum,1
Schleswig-Holstein,Allium lusitanicum,1
Schleswig-Holstein,Allium oleraceum,3
Schleswig-Holstein,Allium schoenoprasum,0
Schleswig-Holstein,Allium scorodoprasum,3
Schleswig-Holstein,Allium vineale,3
Schleswig-Holstein,Alopecurus aequalis,3
Schleswig-Holstein,Althaea officinalis,2
Schleswig-Holstein,Alyssum alyssoides,1
Schleswig-Holstein,Anagallis arvensis,V
Schleswig-Holstein,Anagallis minima,1
Schleswig-Holstein,Anchusa officinalis,3
Schleswig-Holstein,Andromeda polifolia,3
Schleswig-Holstein,Antennaria dioica,1
Schleswig-Holstein,Anthemis arvensis,2
Schleswig-Holstein,Anthemis cotula,2
Schleswig-Holstein,Anthemis tinctoria,1
