"values","name"
"shop-43241-GewA¶hnl_Grasnelke_Armeria_maritima_Alba.htm","Armeria maritima Alba -- Gewöhnl. Grasnelke"
"shop-43339-GewA¶hnl_Grasnelke_Armeria_maritima_sspelongata_DA_zur_Zeit_nicht_lieferbar.htm","Armeria maritima ssp.elongata (DA) zur Zeit nicht lieferbar -- Gewöhnl. Grasnelke"
"shop-42421-GewA¶hnl_Grasnelke_Armeria_maritima_sspelongata_zur_Zeit_nicht_lieferbar.htm","Armeria maritima ssp.elongata zur Zeit nicht lieferbar! -- Gewöhnl. Grasnelke"
"shop-2079-GewA¶hnl_Grasnelke_Armeria_maritima_zur_Zeit_nicht_lieferbar.htm","Armeria maritima zur Zeit nicht lieferbar -- Gewöhnl. Grasnelke"
"shop-39660-GewA¶hnl_Meerrettich_Armoracia_rusticana.htm","Armoracia rusticana -- Gewöhnl. Meerrettich"
"shop-3366-Amerikan_WiesenArnika_Arnica_chamissonis_sspfoliosa.htm","Arnica chamissonis ssp.foliosa -- Amerikan. Wiesen-Arnika"
"shop-1316-BergWohlverleih_Echte_Arnika_Arnica_montana_kalkunvertrA¤glich.htm","Arnica montana* (kalkunverträglich) -- Berg-Wohlverleih, Echte Arnika"
"shop-2082-BergWohlverleih_Echte_Arnika_Arnica_montana_kalkunvertrA¤glich.htm","Arnica montana* (kalkunverträglich) -- Berg-Wohlverleih, Echte Arnika"
"shop-40312-Rote_Himbeere_Herbsthimbeere_AromaQueen_R_aromquee_SA°.htm","Aroma-Queen (R) aromquee (S)° -- Rote Himbeere, Herbsthimbeere"
"shop-3108-Apfelbeere_Aronia_prunifolia_NeroA°_zur_Zeit_nicht_lieferbar.htm","Aronia prunifolia Nero° zur Zeit nicht lieferbar -- Apfelbeere"
"shop-39870-Apfelbeere_Aronia_prunifolia_VikingA°.htm","Aronia prunifolia Viking° -- Apfelbeere"
"shop-1141-Eberraute_Zitronenkraut_Artemisia_abrotanum.htm","Artemisia abrotanum -- Eberraute, Zitronenkraut"
"shop-2769-Eberraute_Zitronenkraut_Artemisia_abrotanum.htm","Artemisia abrotanum -- Eberraute, Zitronenkraut"
"shop-3368-Eberraute_Zitronenkraut_Artemisia_abrotanum.htm","Artemisia abrotanum -- Eberraute, Zitronenkraut"
"shop-2084-Echter_Wermut_Absinth_Artemisia_absinthium.htm","Artemisia absinthium -- Echter Wermut, Absinth"
"shop-3369-Echter_Wermut_Absinth_Artemisia_absinthium.htm","Artemisia absinthium -- Echter Wermut, Absinth"
"shop-39402-Echter_Wermut_Absinth_Artemisia_absinthium.htm","Artemisia absinthium -- Echter Wermut, Absinth"
"shop-3174-ZwergWermut_Absinth_Artemisia_absinthium_Powis_zur_Zeit_nicht_lieferbar.htm","Artemisia absinthium Powis zur Zeit nicht lieferbar -- Zwerg-Wermut, Absinth"
"shop-39403-ZwergWermut_Absinth_Artemisia_absinthium_Powis_zur_Zeit_nicht_lieferbar.htm","Artemisia absinthium Powis zur Zeit nicht lieferbar -- Zwerg-Wermut, Absinth"
"shop-41529-Asterreichischer_BeifuA_Artemisia_austriaca.htm","Artemisia austriaca -- Österreichischer Beifuß"
"shop-41530-Asterreichischer_BeifuA_Artemisia_austriaca.htm","Artemisia austriaca -- Österreichischer Beifuß"
"shop-2085-FeldBeifuA_Artemisia_campestris.htm","Artemisia campestris -- Feld-Beifuß"
"shop-3370-Franz_Estragon_Artemisia_dracunculus_varsativa_franz.htm","Artemisia dracunculus var.sativa, franz. -- Franz. Estragon"
