"Species","Producer","URL"
"Draba aizoides","Staudengärtnerei StaudenSpatz","https://www.staudenspatz.de/hungerbluemchen-draba-aizoides.html"
"Dracocephalum ruyschiana","Staudengärtnerei StaudenSpatz","https://www.staudenspatz.de/drachenkopf-dracocephalum-ruyschiana.html"
"Dryas octopetala","Staudengärtnerei StaudenSpatz",NA
"Dryopteris affinis","Staudengärtnerei StaudenSpatz","https://www.staudenspatz.de/goldschuppenfarn-dryopteris-affinis.html"
"Dryopteris carthusiana","Staudengärtnerei StaudenSpatz",NA
"Dryopteris cristata","Staudengärtnerei StaudenSpatz",NA
"Echinocystis lobata","Staudengärtnerei StaudenSpatz",NA
"Echium vulgare","Staudengärtnerei StaudenSpatz","https://www.staudenspatz.de/natternkopf-echium-vulgare.html"
"Eleocharis acicularis","Staudengärtnerei StaudenSpatz",NA
"Eleocharis palustris","Staudengärtnerei StaudenSpatz",NA
"Elodea canadensis","Staudengärtnerei StaudenSpatz",NA
"Elymus caninus","Staudengärtnerei StaudenSpatz",NA
"Empetrum nigrum","Staudengärtnerei StaudenSpatz",NA
"Epilobium dodonaei","Staudengärtnerei StaudenSpatz","https://www.staudenspatz.de/rosmarin-weidenroeschen-epilobium-dodonaei.html"
"Epilobium fleischeri","Staudengärtnerei StaudenSpatz",NA
"Epilobium palustre","Staudengärtnerei StaudenSpatz",NA
"Epilobium parviflorum","Staudengärtnerei StaudenSpatz",NA
"Epilobium roseum","Staudengärtnerei StaudenSpatz",NA
"Epilobium tetragonum","Staudengärtnerei StaudenSpatz",NA
"Epipactis helleborine","Staudengärtnerei StaudenSpatz",NA
"Equisetum fluviatile","Staudengärtnerei StaudenSpatz",NA
"Equisetum hyemale","Staudengärtnerei StaudenSpatz",NA
"Equisetum palustre","Staudengärtnerei StaudenSpatz",NA
"Equisetum variegatum","Staudengärtnerei StaudenSpatz",NA
"Erica carnea","Staudengärtnerei StaudenSpatz",NA
"Erica tetralix","Staudengärtnerei StaudenSpatz",NA
"Eriophorum angustifolium","Staudengärtnerei StaudenSpatz",NA
"Eriophorum latifolium","Staudengärtnerei StaudenSpatz",NA
"Eriophorum vaginatum","Staudengärtnerei StaudenSpatz",NA
"Eryngium campestre","Staudengärtnerei StaudenSpatz",NA
"Eryngium maritimum","Staudengärtnerei StaudenSpatz",NA
"Eryngium planum","Staudengärtnerei StaudenSpatz","https://www.staudenspatz.de/kleiner-mannstreu-eryngium-planum.html"
"Erysimum cheiranthoides","Staudengärtnerei StaudenSpatz",NA
"Erysimum cheiri","Staudengärtnerei StaudenSpatz",NA
"Erysimum crepidifolium","Staudengärtnerei StaudenSpatz",NA
"Erysimum odoratum","Staudengärtnerei StaudenSpatz",NA
"Euphorbia cyparissias","Staudengärtnerei StaudenSpatz","https://www.staudenspatz.de/zypressen-wolfsmilch-euphorbia-cyparissias.html"
"Euphorbia dulcis","Staudengärtnerei StaudenSpatz",NA
"Euphorbia epithymoides","Staudengärtnerei StaudenSpatz",NA
"Euphorbia esula","Staudengärtnerei StaudenSpatz",NA
"Euphorbia palustris","Staudengärtnerei StaudenSpatz","https://www.staudenspatz.de/sumpf-wolfsmilch-euphorbia-palustris.html"
"Euphorbia seguieriana","Staudengärtnerei StaudenSpatz",NA
"Euphorbia verrucosa","Staudengärtnerei StaudenSpatz",NA
"Euphrasia stricta","Staudengärtnerei StaudenSpatz",NA
"Fagopyrum tataricum","Staudengärtnerei StaudenSpatz",NA
